Price,Demand,Country
8.011725623,4.846226687,Country1
8.435848846,7.939808878,Country1
7.004471921,6.795383708,Country1
9.453100111,10.05369881,Country1
5.17234866,7.986362705,Country1
7.443656259,7.037004057,Country1
8.259492616,9.872297543,Country1
6.730041745,7.695982735,Country1
10.34466207,7.00211276,Country1
8.292063075,5.255172696,Country1
7.120428693,10.39958621,Country1
10.67080755,10.15825973,Country1
4.578788374,9.561704155,Country1
10.99005557,6.705851903,Country1
8.581601335,8.323377311,Country1
6.958831403,8.74803944,Country1
6.907154532,7.663076189,Country1
8.423548281,6.705214639,Country1
6.333125709,9.010282045,Country1
8.073855873,7.423708388,Country1
7.570497752,10.03998113,Country1
6.014509276,6.873267138,Country1
6.682073218,8.662430353,Country1
8.989659624,6.038872137,Country1
7.928044935,9.162356693,Country1
4.691997626,7.237575644,Country1
8.400632214,6.7661861,Country1
6.543425409,9.86388651,Country1
4.721278744,8.083789312,Country1
9.900603994,6.873896371,Country1
10.31475501,8.218627257,Country1
10.76150322,6.357414173,Country1
8.867087185,8.931340557,Country1
9.010870664,6.890542576,Country1
9.849960649,6.000162054,Country1
7.951455902,8.54108986,Country1
7.342612265,8.843485071,Country1
8.388573984,7.577900771,Country1
8.611317997,7.407320805,Country1
6.86472253,7.795109634,Country1
6.576861775,8.805004864,Country1
7.244317498,7.8522683,Country1
10.20362485,5.41314906,Country1
9.183764775,9.856655667,Country1
6.823013579,7.668758515,Country1
8.895132308,4.953784793,Country1
6.901082614,9.815299753,Country1
9.990416502,5.85407001,Country1
6.920751367,7.441443977,Country1
8.577702334,7.267954255,Country1
9.079633695,7.892305492,Country1
9.216079182,7.022341431,Country1
5.980272767,9.802236272,Country1
9.305684843,7.780270932,Country1
7.251879804,9.212840299,Country1
9.552965315,8.123872437,Country1
8.967938983,8.09936121,Country1
7.466289658,6.262360867,Country1
8.055829094,7.257230587,Country1
7.414837075,9.012925666,Country1
8.195017065,10.0604754,Country1
9.661223115,7.792349337,Country1
7.882367155,8.418935948,Country1
6.130820638,10.08807361,Country1
7.065943536,5.270284864,Country1
10.44148473,6.835654868,Country1
10.04407973,6.958278751,Country1
7.935039055,6.35587108,Country1
8.894203566,8.036635093,Country1
10.64145759,9.440710814,Country1
8.415643567,6.174189087,Country1
8.25922959,7.974942431,Country1
7.285221013,8.841292573,Country1
6.156830342,9.051302708,Country1
6.668063584,9.434535731,Country1
3.705717057,7.206884846,Country1
7.113673487,6.438133664,Country1
4.531561256,9.026572483,Country1
6.390268237,7.601857764,Country1
8.824937624,9.938570693,Country1
7.433364805,8.140448174,Country1
6.779568026,8.698513172,Country1
6.824355496,7.741681434,Country1
8.333886856,4.968036622,Country1
9.332345406,7.302023685,Country1
12.0029508,5.024605547,Country1
7.207396632,7.089284604,Country1
5.150078991,8.186604322,Country1
8.702383817,5.54461318,Country1
8.804957165,6.58559598,Country1
5.664168689,9.604022559,Country1
6.631627952,7.202464615,Country1
10.29993595,7.05645977,Country1
6.438293351,8.511193167,Country1
7.851556759,7.917386476,Country1
7.498164843,8.150298602,Country1
9.265927707,9.08935084,Country1
8.118818525,8.406322743,Country1
8.319049615,5.908989904,Country1
6.861001304,7.070607681,Country1
7.768394469,10.85741482,Country1
8.587715099,7.868784142,Country1
6.137951306,9.592887218,Country1
9.198944384,8.101796121,Country1
8.485288102,6.46210189,Country1
8.55962153,10.89460693,Country1
7.464161751,4.912833105,Country1
8.000988624,9.995631741,Country1
8.297316964,6.832049893,Country1
6.952764858,7.93576396,Country1
9.214896968,8.289873974,Country1
8.707307259,7.796596743,Country1
5.666704885,6.562987114,Country1
6.651167264,10.53673687,Country1
8.740479883,6.104397166,Country1
7.462454252,7.156176275,Country1
9.015898262,8.041822379,Country1
7.000151854,8.524501213,Country1
10.59958579,6.749195978,Country1
7.403677819,5.822845409,Country1
10.39837923,7.347938535,Country1
8.348881443,7.401644964,Country1
5.667169585,8.842922524,Country1
6.653721734,5.108604143,Country1
8.223737595,6.086666856,Country1
8.100691363,8.40038725,Country1
8.18321024,7.656441997,Country1
6.607374993,8.173167264,Country1
7.440540206,8.697192711,Country1
8.158193954,8.029053691,Country1
6.929368411,8.102612904,Country1
9.198244746,7.702187068,Country1
6.377127011,10.58981785,Country1
6.458364504,8.792033413,Country1
8.671140752,10.72209613,Country1
8.282723898,7.219860327,Country1
8.643879809,8.437331991,Country1
8.324075751,8.416754084,Country1
7.706411834,8.984730301,Country1
7.615979251,7.08862407,Country1
6.47659541,7.396437987,Country1
6.892214601,7.18098408,Country1
9.279624203,9.656496917,Country1
10.25127859,7.272460918,Country1
9.925211217,7.174486389,Country1
8.406027943,8.701985362,Country1
5.758299171,9.826862504,Country1
8.485928789,7.116116788,Country1
8.621388111,7.581135356,Country1
8.501780068,8.298649482,Country1
8.358248042,9.012118349,Country1
7.257350823,7.507412393,Country1
7.22802612,7.213970475,Country1
5.820632852,9.896044568,Country1
8.116656101,7.973257174,Country1
9.104838542,3.182838178,Country1
6.600779568,7.519094569,Country1
7.701336838,9.261765946,Country1
6.841582434,6.425807997,Country1
8.025053908,7.099140763,Country1
8.338467232,7.123191805,Country1
6.152477208,8.205666648,Country1
7.433847387,6.173563793,Country1
6.195019672,9.382752767,Country1
5.66289923,9.55691958,Country1
8.120843669,7.568303814,Country1
6.805053955,7.963079454,Country1
9.224200249,7.172524609,Country1
8.986835278,8.631675515,Country1
5.51697758,8.174422045,Country1
9.912269352,4.577557728,Country1
6.573786461,10.43537028,Country1
7.192038081,9.902121184,Country1
9.181814122,7.121042715,Country1
7.209041218,9.417862102,Country1
7.825997556,8.054177144,Country1
10.50732039,3.643222196,Country1
7.282223123,7.234847033,Country1
6.570637341,7.48210396,Country1
9.759775608,5.219846135,Country1
8.210839457,6.719681621,Country1
7.856545113,7.137631906,Country1
7.575968208,9.281074295,Country1
8.606643592,6.37635569,Country1
6.957422606,8.962363613,Country1
8.840200648,5.378684672,Country1
9.314672952,7.140797332,Country1
9.934609653,7.559121772,Country1
8.69608036,8.2014359,Country1
6.616292085,10.47848604,Country1
7.266839625,8.961614298,Country1
7.859070045,7.316412031,Country1
5.003382929,6.369182001,Country1
5.722151656,11.36625753,Country1
8.319784038,8.368147623,Country1
7.706964938,8.495229574,Country1
6.980617992,7.351998439,Country1
7.948937501,10.11184181,Country1
7.133484169,9.095252031,Country1
10.48965906,7.933524516,Country1
6.982132984,6.512784931,Country1
8.43776474,5.922695847,Country1
8.504645716,9.11201054,Country1
8.705465191,6.860292707,Country1
10.37401579,5.694073478,Country1
9.215109059,10.59896301,Country1
10.53169496,9.575291036,Country1
10.08950485,6.679689805,Country1
8.556317489,8.907120837,Country1
9.905870479,8.11516252,Country1
7.678527893,9.166890823,Country1
8.844998045,9.012763411,Country1
6.358952534,7.575597489,Country1
6.007734353,7.654328366,Country1
4.881857451,8.528515017,Country1
6.285178179,8.886746746,Country1
6.182816632,4.853030392,Country1
10.17752509,8.031774139,Country1
7.001213485,7.001299402,Country1
8.043599382,7.792025953,Country1
11.50370229,6.935879157,Country1
8.490715583,7.757535892,Country1
7.143935276,6.291306632,Country1
6.852508975,6.223658849,Country1
7.492744321,8.708404707,Country1
7.81317467,6.842360339,Country1
9.197654782,6.850370196,Country1
9.13713854,9.526722731,Country1
7.640259555,8.299378758,Country1
7.780268655,10.68596312,Country1
9.546110123,9.073688088,Country1
9.780028174,6.120475839,Country1
6.74441539,7.266432439,Country1
10.0029364,7.05873728,Country1
6.97564951,10.64319541,Country1
7.66757161,6.95527611,Country1
10.25181053,6.767578319,Country1
7.326415908,7.870119021,Country1
6.089856302,7.41171242,Country1
8.878248052,8.115556738,Country1
6.795484353,8.953247071,Country1
8.257908946,5.59350951,Country1
9.07778152,7.352906176,Country1
9.117433825,6.651168123,Country1
7.373429708,8.537606379,Country1
7.579866146,5.561348132,Country1
9.660732589,7.82542467,Country1
8.576228429,9.732786791,Country1
8.947651573,8.584826559,Country1
6.846392602,8.309349745,Country1
10.76845371,8.575988023,Country1
8.893107407,8.82093809,Country1
7.012175496,7.523948257,Country1
7.567349184,7.88172478,Country1
7.072731306,9.048940794,Country1
7.455332822,6.967182511,Country1
9.379387833,9.457434349,Country1
6.610102909,8.50822975,Country1
5.921251603,11.53178442,Country1
7.04229184,8.551574059,Country1
8.173089508,9.438603685,Country1
8.324638604,9.966159472,Country1
10.07476663,7.414994009,Country1
8.717237748,8.731717234,Country1
8.866871698,5.922176333,Country1
9.401934716,6.478499767,Country1
7.558756857,6.533273467,Country1
8.462981478,8.859707038,Country1
9.058525857,7.596347146,Country1
6.180510237,9.991265907,Country1
9.726143925,6.113559656,Country1
7.578474087,7.144268558,Country1
6.223554791,8.620494893,Country1
7.648186901,7.425910469,Country1
7.651488185,7.622359318,Country1
9.387352885,9.317734466,Country1
5.769028159,11.83116261,Country1
7.649317207,10.77189702,Country1
9.618055851,6.078351276,Country1
6.649142136,9.435485413,Country1
6.038335976,8.637027546,Country1
6.407518159,6.251825019,Country1
10.41269517,8.530921118,Country1
8.66734411,6.875581064,Country1
9.247777178,8.66580688,Country1
9.329897541,9.533481208,Country1
9.10612542,5.909137887,Country1
9.287904431,6.039746065,Country1
5.964500274,6.677808539,Country1
8.64360102,9.006651783,Country1
7.950535206,8.451637685,Country1
8.413293876,7.992148252,Country1
8.093315783,6.68521968,Country1
6.74406253,10.80990978,Country1
7.165499696,9.700513841,Country1
6.517718898,9.575120297,Country1
8.861113865,6.618709133,Country1
8.157535369,9.28085911,Country1
10.09351878,6.434431916,Country1
7.603076,10.40422172,Country1
6.696349195,9.035586303,Country1
8.070001688,8.13546215,Country1
8.318628005,7.636946356,Country1
8.030849717,10.52400449,Country1
7.736277587,7.118869967,Country1
6.414279455,7.652276021,Country1
7.828493077,5.62814829,Country1
7.884656176,4.351206825,Country1
9.020012522,9.589792787,Country1
7.63847946,7.386976892,Country1
8.083477805,7.371543074,Country1
10.4676084,8.245673341,Country1
7.99846796,8.517739954,Country1
9.38301866,4.863469985,Country1
8.256564892,5.891895861,Country1
7.95457156,9.425184378,Country1
8.031474998,8.46648383,Country1
6.801075945,7.51229977,Country1
7.660166397,8.448362282,Country1
9.385787639,10.19729361,Country1
9.982323827,7.137999603,Country1
8.204145295,6.609184326,Country1
9.881270502,5.680739966,Country1
9.783502882,9.618880764,Country1
8.639676873,8.290684144,Country1
8.460696951,7.369426906,Country1
6.977868218,8.505641558,Country1
8.521728826,7.090667681,Country1
7.995318732,10.71057059,Country1
7.969697544,8.201640415,Country1
6.940652005,8.63901005,Country1
6.896784593,8.56392313,Country1
6.380135369,7.482917792,Country1
7.220914036,6.638922625,Country1
7.75111036,8.926264145,Country1
8.720566867,10.4436019,Country1
12.08032375,6.955767631,Country1
8.042998064,6.935044148,Country1
7.732797758,8.235012839,Country1
7.33887246,8.742762689,Country1
7.695061822,7.926061992,Country1
7.418611167,8.944491353,Country1
7.532946466,6.313708929,Country1
8.433669881,8.240256858,Country1
7.152631217,7.81545072,Country1
9.42151981,6.652830406,Country1
7.337651141,9.311833443,Country1
9.548264814,8.625444934,Country1
9.926854826,9.525855146,Country1
5.195877861,8.675395301,Country1
7.690230543,8.42751442,Country1
8.245093224,7.296711582,Country1
7.261660063,7.606429073,Country1
8.333868609,7.110737673,Country1
8.406653683,9.138498394,Country1
7.972342683,8.743533567,Country1
6.922947008,5.93721756,Country1
6.57001851,7.210700774,Country1
9.389871287,8.560344243,Country1
7.21235289,9.715441915,Country1
7.046483396,5.630055381,Country1
4.961937055,11.19497298,Country1
5.961848759,10.6416783,Country1
10.46557085,5.774654556,Country1
6.883413489,5.550803384,Country1
6.633224283,7.285636557,Country1
6.960104136,6.613209808,Country1
7.175201363,11.82847228,Country1
10.3330793,7.789013315,Country1
7.185818915,9.190207934,Country1
7.058205375,6.577973797,Country1
7.524842847,10.07375598,Country1
7.960142127,9.738439452,Country1
10.45164678,7.167141825,Country1
6.832757962,6.702485743,Country1
7.988144585,8.334262843,Country1
8.006890188,9.460890249,Country1
9.378926634,3.943119564,Country1
7.994996528,6.774046568,Country1
9.050135962,7.639531622,Country1
8.015878745,6.824636542,Country1
7.698689887,9.258819526,Country1
11.52169086,6.572430334,Country1
7.407333689,7.514206388,Country1
8.85935847,7.846503837,Country1
9.709002141,6.08880488,Country1
6.664535071,8.700829452,Country1
6.331393398,6.445393481,Country1
8.237429095,8.635301828,Country1
8.444440303,8.618899376,Country1
8.154552464,8.826484887,Country1
7.58909088,6.574744733,Country1
8.232612656,7.892914215,Country1
8.858714488,6.622661361,Country1
10.43992822,4.795153358,Country1
6.732937155,7.442051222,Country1
9.238242845,6.165935299,Country1
8.118502453,7.682134885,Country1
9.419541029,8.813272032,Country1
7.921552726,6.362096511,Country1
6.933099677,8.845529752,Country1
11.80673188,6.456743362,Country1
6.896378912,7.00184234,Country1
7.035692958,7.89331505,Country1
8.750531564,8.850379076,Country1
8.817428029,7.081353621,Country1
8.147197101,7.581776873,Country1
8.319105789,5.104040044,Country1
9.773266675,6.605098864,Country1
6.671998279,7.710959631,Country1
8.616779599,11.42590221,Country1
7.64400733,8.703785944,Country1
8.69085641,9.697136689,Country1
5.896645406,5.597558577,Country1
8.919851034,5.952985163,Country1
6.059579051,8.579250187,Country1
9.251038386,6.575178595,Country1
8.568989682,7.350247024,Country1
9.233126895,8.573550678,Country1
8.82404243,8.177171885,Country1
5.733447547,6.571930513,Country1
10.8296304,6.24933313,Country1
8.8434587,9.308001617,Country1
9.082604084,9.158863867,Country1
7.163197643,7.334881766,Country1
7.723923202,8.4679833,Country1
7.926446536,7.359423642,Country1
7.544290235,9.555497078,Country1
7.287908539,7.663342027,Country1
8.637710339,6.75106783,Country1
9.490906376,8.874134347,Country1
10.03176339,4.206771621,Country1
6.137806292,7.891362893,Country1
8.88244888,6.291760625,Country1
9.667283121,7.208470556,Country1
7.206463373,7.741877824,Country1
8.225401805,7.713774759,Country1
8.100748248,10.32787737,Country1
10.19407536,7.267480602,Country1
6.753670483,9.596736133,Country1
7.491767888,9.763684241,Country1
7.910571291,7.970137752,Country1
8.389221599,5.944030489,Country1
5.694594194,8.747351523,Country1
7.251137783,7.995938891,Country1
10.41435983,8.947655646,Country1
8.630526808,8.051174452,Country1
8.948793569,7.201558947,Country1
7.814085592,8.179258085,Country1
9.756186353,7.761850335,Country1
6.801693393,8.674794731,Country1
6.802396948,7.595568836,Country1
8.638011505,7.58706525,Country1
9.475345874,6.595319117,Country1
8.161331391,6.568112172,Country1
6.525600225,7.015331873,Country1
6.248486514,11.19634833,Country1
5.934586135,9.749602519,Country1
8.187982172,8.419000954,Country1
7.469631013,7.373865464,Country1
7.571191138,6.943471289,Country1
8.084205832,7.236432927,Country1
9.285914642,7.74107643,Country1
5.70385233,9.048198054,Country1
9.117809689,6.766252233,Country1
10.42538723,6.140096434,Country1
6.283161695,8.034116686,Country1
8.172272003,8.91549665,Country1
8.306273281,7.633861432,Country1
6.982511281,6.700178613,Country1
7.562323307,9.258293111,Country1
7.642932524,7.314184392,Country1
9.22771843,8.272003699,Country1
8.04747122,5.057223247,Country1
8.625790641,8.029356949,Country1
8.179735194,9.125949579,Country1
9.71205308,6.870415851,Country1
5.136864394,8.242373669,Country1
8.367989604,8.29666741,Country1
8.636146998,7.388668623,Country1
8.889455584,7.821281511,Country1
6.302118987,10.48190602,Country1
8.178688362,7.719791864,Country1
10.44855642,7.404988115,Country1
8.922106387,8.755383109,Country1
10.29510702,6.990294023,Country1
6.159100004,9.140697271,Country1
8.103414035,7.766414676,Country1
6.093738871,7.807689768,Country1
8.952557238,7.408513649,Country1
6.292893194,9.495371074,Country1
10.2450862,6.334049529,Country1
7.671918971,7.367145525,Country1
8.551949546,7.159870613,Country1
9.964548045,6.491133253,Country1
10.22911402,6.350780702,Country1
10.81357055,10.17183746,Country1
11.00246317,7.506759442,Country1
7.68574956,6.331005214,Country1
9.222807503,10.26515412,Country1
6.533507443,10.00429262,Country1
9.04803647,7.601707441,Country1
7.4401112,7.754849325,Country1
8.544961724,7.715155443,Country1
9.075833372,8.312007937,Country1
9.204534955,7.25737723,Country1
5.697731813,10.28987639,Country1
6.273787434,9.959777163,Country1
8.841624692,7.996574232,Country1
8.888975896,7.887490098,Country1
8.699583854,6.822212835,Country1
7.616347391,7.797755147,Country1
5.092833612,9.166040278,Country1
7.876215427,7.139354237,Country1
5.492405589,9.06298844,Country1
8.131718821,9.590891335,Country1
7.350633246,7.55312245,Country1
8.861825053,4.943492412,Country1
6.569592687,7.45085374,Country1
8.617205331,7.620157558,Country1
9.133129424,6.713749531,Country1
8.375984313,7.294009588,Country1
7.489484712,8.170733942,Country1
9.15516853,5.559638903,Country1
6.895086647,6.132417216,Country1
9.84364084,7.557941262,Country1
7.872623206,9.660193692,Country1
7.046885451,8.811290299,Country1
6.198588799,9.349343283,Country1
9.207522784,7.287409026,Country1
8.407505695,9.725622096,Country1
8.582963393,8.51984601,Country1
6.221570391,7.342007689,Country1
8.88978893,6.540625296,Country1
7.210681061,8.033980156,Country1
7.013767109,7.851193722,Country1
10.02185105,7.484736064,Country1
7.151221314,8.448701473,Country1
8.681163401,7.289436222,Country1
6.244341288,10.75827862,Country1
6.304710328,9.062145034,Country1
8.554581115,7.396534265,Country1
8.257607527,9.332817496,Country1
8.535389142,7.255189024,Country1
9.751930463,7.456469669,Country1
9.595500334,4.976605969,Country1
7.308562824,8.872162391,Country1
5.798650833,10.69551461,Country1
8.082282602,7.816566279,Country1
6.896900697,7.864526254,Country1
8.830528474,6.634141295,Country1
8.427739647,5.187334611,Country1
8.864238169,6.397231223,Country1
8.047465814,7.975645741,Country1
8.115501897,7.225172828,Country1
6.149492398,6.980537984,Country1
9.82666018,7.345890097,Country1
7.159729456,9.770590849,Country1
9.065004429,7.852496268,Country1
9.301923922,8.877091241,Country1
9.022995886,8.975948425,Country1
8.334622319,9.403662328,Country1
6.167453676,6.916725167,Country1
6.853556113,6.805294605,Country1
8.723360955,7.029342671,Country1
9.693452296,6.919599004,Country1
8.321182351,7.568047324,Country1
11.21565863,6.354661263,Country1
6.783540911,4.672759289,Country1
7.663993316,8.513456001,Country1
9.7281034,7.091892565,Country1
7.935753137,6.323016701,Country1
8.462132459,3.954913244,Country1
7.149233548,8.161720399,Country1
8.46181624,8.691357564,Country1
9.554955506,10.53846788,Country1
7.636879485,8.634149112,Country1
6.511518715,9.551443799,Country1
7.546736377,8.471392245,Country1
8.948518214,9.394072159,Country1
7.229207204,8.295830203,Country1
9.001871373,6.764439518,Country1
6.802126965,9.282739388,Country1
8.645250951,7.275781928,Country1
6.571068757,9.135536216,Country1
8.578531962,7.545995709,Country1
4.965583933,11.83042795,Country1
6.984658613,9.10361481,Country1
6.420625342,8.664172903,Country1
5.894569505,9.351202282,Country1
7.027048298,8.735495987,Country1
7.833673664,9.689326903,Country1
5.654770442,7.465455943,Country1
7.807594218,5.660050367,Country1
7.582542257,8.876769731,Country1
6.431457601,8.437875087,Country1
5.831351079,9.92387098,Country1
7.252425854,7.268085753,Country1
6.124893302,7.381356357,Country1
9.957153669,6.662668048,Country1
9.610708678,7.82894311,Country1
5.715347186,7.21101593,Country1
6.526514798,9.089690697,Country1
7.499561639,6.081465092,Country1
7.188190304,8.429766096,Country1
8.032752478,9.899397697,Country1
7.622005044,7.891960453,Country1
6.805490153,8.117769444,Country1
8.061573217,9.425672319,Country1
9.161094124,7.262584108,Country1
7.281170467,6.545536211,Country1
6.998186286,7.7777256,Country1
9.251006732,7.969634386,Country1
6.75837437,6.474444462,Country1
7.885832243,7.065064507,Country1
8.416791131,6.426085941,Country1
8.604496157,8.690163044,Country1
8.693784537,6.38579002,Country1
8.425266104,6.033415837,Country1
7.949360309,8.051930439,Country1
8.707822072,7.45674837,Country1
7.033139218,8.415765383,Country1
9.503374065,9.130595834,Country1
8.473369867,7.976292953,Country1
9.54100214,7.979691943,Country1
10.48376655,6.486897938,Country1
9.825948574,5.618666891,Country1
4.916887192,8.719779098,Country1
5.52134648,9.274218638,Country1
11.10645207,4.878358505,Country1
10.38881701,5.96886888,Country1
9.806873295,7.631999431,Country1
8.638609196,7.50542289,Country1
7.457232715,9.379071041,Country1
6.779202269,7.780797527,Country1
9.787982897,10.65991987,Country1
8.736101392,7.315456164,Country1
8.457401037,8.218958213,Country1
6.202832791,4.993797523,Country1
8.215375487,8.329972885,Country1
8.053411966,7.321965079,Country1
8.240344809,6.468784793,Country1
8.358469919,8.589461227,Country1
7.400236277,7.743497715,Country1
6.824329195,9.147313063,Country1
8.327687105,7.649754835,Country1
6.05035494,6.744777599,Country1
8.637726565,7.128080135,Country1
10.70188492,7.917206164,Country1
7.625494678,8.609441735,Country1
8.899181792,6.163533257,Country1
7.854435977,10.99548721,Country1
6.14445938,5.950326822,Country1
6.493029892,8.993969955,Country1
7.800231332,8.944838607,Country1
10.26742565,8.389313683,Country1
10.5680757,7.551278409,Country1
10.95019665,6.06888282,Country1
8.849090931,9.66303155,Country1
7.639196928,7.141026273,Country1
5.919381631,9.954623001,Country1
9.393245005,5.612568867,Country1
7.530914827,6.18011825,Country1
8.963471566,6.385990351,Country1
9.197604244,7.687199731,Country1
5.444983284,12.02470055,Country1
7.63457955,7.000126889,Country1
6.478711099,5.046364045,Country1
4.972592745,9.702484192,Country1
8.995870672,6.23131979,Country1
9.826323709,8.076125526,Country1
7.869298299,7.68341415,Country1
7.010614479,9.337299493,Country1
7.213555412,9.966178403,Country1
5.820818997,9.255379909,Country1
8.041435956,8.327534242,Country1
9.441228616,8.271506337,Country1
6.047693425,9.126181508,Country1
8.5209896,5.546566428,Country1
6.713306996,8.548495719,Country1
7.387017273,7.711049154,Country1
9.056302084,5.786347368,Country1
7.848243875,5.926952563,Country1
8.653354876,8.398360098,Country1
6.914075639,7.980402039,Country1
6.970670896,6.812992164,Country1
8.738957273,8.264963507,Country1
8.39596033,8.765269818,Country1
9.104126548,8.520418003,Country1
8.45178273,7.739888669,Country1
9.014819564,7.963839626,Country1
10.52237109,8.175652256,Country1
6.268715512,9.8684447,Country1
9.529707084,8.618075088,Country1
9.195828475,9.482958339,Country1
8.503702438,7.958327735,Country1
7.847063089,10.00835105,Country1
8.674498485,6.242934455,Country1
5.809468642,10.85599333,Country1
7.823062185,8.521859162,Country1
7.752073666,7.261626645,Country1
7.741859938,5.878848793,Country1
8.137598385,8.005547785,Country1
7.986020102,6.206998301,Country1
5.796403969,7.505708699,Country1
6.458202069,8.903608767,Country1
7.666134139,10.49451791,Country1
8.756931639,8.160177729,Country1
8.365836338,9.315378416,Country1
8.102230293,8.417933263,Country1
7.668412974,8.031729159,Country1
10.76896108,7.419486362,Country1
7.381393305,8.62635323,Country1
5.794907716,8.606719896,Country1
7.271104639,6.239947795,Country1
9.3893612,7.451861557,Country1
6.734525075,5.52494161,Country1
7.988418122,9.628631119,Country1
10.0586427,8.769286917,Country1
7.870838784,9.494674306,Country1
6.159730767,9.331105341,Country1
6.879489449,5.825879636,Country1
7.922199539,8.281102812,Country1
8.113693173,8.63724985,Country1
7.027806557,6.998648806,Country1
6.241978012,6.545308986,Country1
7.567238404,8.656757854,Country1
9.649109568,8.714531231,Country1
8.077856101,8.707334398,Country1
7.864885303,6.926280935,Country1
5.249642471,8.81238184,Country1
4.408148581,10.60974017,Country1
7.017652677,10.00837573,Country1
7.611513274,7.281515267,Country1
10.35941003,6.424015819,Country1
8.833926634,6.118084161,Country1
7.988733055,8.148106891,Country1
9.349705064,6.849323465,Country1
10.79693845,5.720422986,Country1
11.45374435,5.93053538,Country1
6.992666085,8.856710838,Country1
7.08087528,7.148858817,Country1
7.92450747,8.918632166,Country1
9.767561508,2.650608335,Country1
8.992122096,7.249349277,Country1
6.35233887,8.098902043,Country1
5.836723527,9.648750723,Country1
7.961527878,7.829009392,Country1
7.631999654,7.192728874,Country1
8.439226069,9.050310124,Country1
10.70465941,7.706435901,Country1
8.173013209,8.028079277,Country1
6.620979137,7.821058954,Country1
6.514946461,7.577146374,Country1
7.888818041,7.186680313,Country1
6.376621881,7.158503616,Country1
6.95103058,6.855885358,Country1
7.412920202,9.624407813,Country1
