URL,Outcome,Target,FundingRaised,Backers,Comments,Location,Subtype,Duration,PhotosNumber,NumberOfProducts,Price,Gender,Created,Backed,FbNumber,IsVideoAvailable,VideoURL,VideoLength,Human,Computer,Energy,Content,Upset,Angry,MaxAmpVol
https://www.kickstarter.com/projects/259499751/tikker-the-wrist-watch-that-counts-down-your-life?ref=category_location,1,25000,98665.6,2162,190.00,CA,Hardware,32,14,3,39,F,2,3,0,1,https://ksr-video.imgix.net/projects/476919/video-292371-h264_high.mp4,202,1,0,4.35106383,0,1.659574468,0,65.34042553
https://www.kickstarter.com/projects/authormedia/mybooktable-3?ref=category_location,1,5000,9865,227,9.00,TX,Web,33,11,9,80,U,5,51,2724,1,https://ksr-video.imgix.net/projects/2580795/video-697660-h264_high.mp4,152,1,0,2.626262626,0,1.919191919,0,48.2020202
https://www.kickstarter.com/projects/67935456/arduino-graphic-solution-shield?ref=category_location,1,500,986,19,0.00,CA,Hardware,20,4,6,49,U,15,5,36,1,https://ksr-video.imgix.net/projects/2109540/video-590570-h264_high.mp4,104,0,1,4.166666667,0,3.595238095,0,74.61904762
https://www.kickstarter.com/projects/394378667/solar-wi-fi-mosquito-flea-tick-and-insect-misting?ref=category_location,0,91000,986,4,0.00,TX,Gadgets,30,0,14,215,M,0,0,386,1,https://ksr-video.imgix.net/projects/2655809/video-711556-h264_high.mp4,141,1,1,3.128571429,0,1.614285714,0,41.97142857
https://www.kickstarter.com/projects/323605231/sleekeys-a-physical-keyboard-for-your-smartphone?ref=category_location,0,30000,9852,50,6.00,NY,Hardware,30,8,11,40,U,2,0,0,1,https://ksr-video.imgix.net/projects/523962/video-246068-h264_high.mp4,122,1,1,2.661016949,0,1.949152542,0,35.93220339
https://www.kickstarter.com/projects/335709010/the-crusher-batting-practice-reimagined-terrorize?ref=category_location,0,150000,985,4,1.00,NY,Gadgets,40,30,6,929,U,0,0,46,1,https://ksr-video.imgix.net/projects/2296147/video-726505-h264_high.mp4,186,1,1,3.758241758,0.241758242,3.483516484,0,52.94505495
https://www.kickstarter.com/projects/denari/the-8-key-8gb-usb-key-find-your-keys-save-your-day-0?ref=category_location,0,17500,9830,469,37.00,CA,Hardware,30,5,9,24,M,0,5,1090,1,https://ksr-video.imgix.net/projects/520049/video-230837-h264_high.mp4,132,1,1,6.35443038,0,0.227848101,0.063291139,34.3164557
https://www.kickstarter.com/projects/284642627/hover-plane-plans-volume-1?ref=category_location,0,6000,981,55,0.00,CA,Technology,40,16,5,15,M,3,0,0,1,https://ksr-video.imgix.net/projects/513644/video-226377-h264_high.mp4,326,0,0,1.770642202,0,13.33944954,0,28.39449541
https://www.kickstarter.com/projects/444368761/powergrip-h2o-waterproof-battery-powered-gopro-gri?ref=category_location,1,50000,98033,693,302.00,CA,CameraEquipment,30,37,7,99,U,3,6,578,1,https://ksr-video.imgix.net/projects/2056921/video-583484-h264_high.mp4,235,1,1,3.173913043,0.026086957,2.217391304,0,32.29565217
https://www.kickstarter.com/projects/457142179/rebuilding-america-innovative-bridge-technology?ref=category_location,0,3000,980,12,0.00,WA,Technology,60,0,3,100,U,0,0,0,0,NA,0,0,0,0,0,0,0,0
https://www.kickstarter.com/projects/1915047857/the-time-saver?ref=category_location,0,75000,98,5,0.00,NY,Technology,29,0,5,25,M,0,1,31,1,https://ksr-video.imgix.net/projects/1316753/video-517937-h264_high.mp4,54,1,0,3,0,1.518518519,0,31.7037037
https://www.kickstarter.com/projects/250953168/innovative-gopro-housing?ref=category_location,0,17000,98,4,0.00,CA,CameraEquipment,23,0,1,29,M,0,0,0,1,https://ksr-video.imgix.net/projects/1985332/video-564647-h264_high.mp4,232,1,1,8.066666667,0,2.333333333,1.566666667,55.91666667
https://www.kickstarter.com/projects/1524109052/connevo-connect-control-and-evolve?ref=category_location,0,120000,979,13,0.00,CA,Technology,32,13,11,69,U,0,0,488,1,https://ksr-video.imgix.net/projects/441388/video-210197-h264_high.mp4,205,1,1,3.956521739,0,4.326086957,0,68.52173913
https://www.kickstarter.com/projects/projecthexapod/stompy-the-giant-rideable-walking-robot-0?ref=category_location,1,65000,97817.3,1571,92.00,MA,Robots,30,5,15,200,U,0,1,0,1,https://ksr-video.imgix.net/projects/279563/video-145736-h264_high.mp4,226,1,0,3.709090909,0,4.545454545,0,51.76363636
https://www.kickstarter.com/projects/1793003507/voices-of-humanity-the-worlds-space-time-capsule?ref=category_location,0,30000,9775,124,15.00,CA,SpaceExploration,50,31,19,59,U,0,6,0,1,https://ksr-video.imgix.net/projects/2269573/video-685249-h264_high.mp4,188,1,1,2.815217391,0,1.347826087,0,50.33695652
https://www.kickstarter.com/projects/221225805/warrior-distress-app-for-soldiers-and-veterans?ref=category_location,0,50000,9757,405,5.00,TX,Apps,30,0,11,25,M,2,0,970,0,NA,0,0,0,0,0,0,0,0
https://www.kickstarter.com/projects/67935456/batteryduino-battery-shield-for-arduino?ref=category_location,1,800,975,15,3.00,CA,Hardware,45,3,2,42,U,15,5,36,1,https://ksr-video.imgix.net/projects/2338079/video-637697-h264_high.mp4,35,1,1,19.17647059,1.764705882,0.647058824,3.058823529,88.47058824
https://www.kickstarter.com/projects/2028702959/youthirecom-a-new-concept-creating-jobs-for-young?ref=category_location,0,10000,975,7,0.00,NY,Web,33,0,3,100,M,2,2,380,1,https://ksr-video.imgix.net/projects/1307383/video-443538-h264_high.mp4,169,1,0,2.402439024,0,4.524390244,0,30.90243902
https://www.kickstarter.com/projects/1286800672/verified-date-revolutionizing-the-dating-scene?ref=category_location,0,25000,975,5,0.00,NY,Web,30,4,14,200,U,0,0,456,1,https://ksr-video.imgix.net/projects/1869322/video-548641-h264_high.mp4,103,1,1,5.565217391,0,0.217391304,0,63.54347826
https://www.kickstarter.com/projects/brandonwiley/operator-a-news-reader-that-circumvents-internet-c?ref=category_location,0,35000,9740.6,192,6.00,TX,Software,35,16,13,100,M,2,47,0,1,https://ksr-video.imgix.net/projects/733039/video-328921-h264_high.mp4,184,1,1,4.162162162,0.054054054,4.175675676,0,47.25675676
https://www.kickstarter.com/projects/395921297/democracy4us?ref=category_location,0,20000,973,23,0.00,IL,Apps,30,6,4,15,M,0,6,437,1,https://ksr-video.imgix.net/projects/2306312/video-635907-h264_high.mp4,189,0,1,2.255813953,0,1.11627907,0,18.03488372
https://www.kickstarter.com/projects/hydraquik/hydraquik-get-hot-water-fast-without-wasting-a-dro?ref=category_location,0,80000,9723,172,3.00,CA,Gadgets,30,20,8,362,M,0,8,0,1,https://ksr-video.imgix.net/projects/2195305/video-617284-h264_high.mp4,145,1,1,2.402777778,0,4.847222222,0,49
https://www.kickstarter.com/projects/502645483/duplex-turn-your-iphone-case-into-a-second-phone?ref=category_location,1,5000,9722,156,78.00,CA,Gadgets,40,7,7,59,U,0,0,0,1,https://ksr-video.imgix.net/projects/2395868/video-649354-h264_high.mp4,156,1,1,13.35897436,2.08974359,2.217948718,0.205128205,100.2564103
https://www.kickstarter.com/projects/1363622140/students-building-a-near-space-balloon-with-live-v?ref=category_location,1,150,970,45,11.00,CA,SpaceExploration,30,4,12,10,U,0,0,0,0,NA,0,0,0,0,0,0,0,0
https://www.kickstarter.com/projects/1614762289/stix-non-slip-nose-piece-for-your-glasses?ref=category_location,0,5000,97,4,0.00,WA,Wearables,30,1,1,50,M,0,0,337,1,https://ksr-video.imgix.net/projects/1725369/video-515785-h264_high.mp4,162,1,0,5.2,0.08,5.866666667,0.04,51.16
https://www.kickstarter.com/projects/1787421735/matsnaps?ref=category_location,0,5000,97,3,0.00,CA,Gadgets,30,4,1,28,F,2,1,2070,1,https://ksr-video.imgix.net/projects/1479016/video-488425-h264_high.mp4,52,1,1,3.076923077,0,0.346153846,0,51.07692308
https://www.kickstarter.com/projects/1387729422/plant-link-listen-to-your-plants?ref=category_location,1,75000,96690.2,877,320.00,IL,Hardware,30,15,13,139,U,0,9,0,1,https://ksr-video.imgix.net/projects/402855/video-191036-h264_high.mp4,186,1,1,1.144736842,0,2.842105263,0,38.84210526
https://www.kickstarter.com/projects/roost/the-roost-smart-battery-smarten-your-smoke-alarms?ref=category_location,1,50000,96662,1046,192.00,CA,Technology,37,13,17,120,U,0,4,0,1,https://ksr-video.imgix.net/projects/1397635/video-456648-h264_high.mp4,192,1,1,2.861702128,0,1.308510638,0,18.17021277
https://www.kickstarter.com/projects/scalpelknife/version-ii-retractable-scalpel-pocket-knife?ref=category_location,1,1000,9662,145,35.00,TX,Gadgets,34,10,11,90,U,3,3,0,1,https://ksr-video.imgix.net/projects/2338717/video-641617-h264_high.mp4,69,1,1,0,0,0,0,0
https://www.kickstarter.com/projects/816072532/connectionopen?ref=category_location,0,30000,965,21,0.00,TX,Software,59,0,3,25,U,0,0,0,0,NA,0,0,0,0,0,0,0,0
https://www.kickstarter.com/projects/853175871/octofire-8-port-168-amps-84w-turbo-smart-usb-charg?ref=category_location,1,20000,96479,1379,321.00,TX,Technology,30,11,7,50,U,7,0,0,1,https://ksr-video.imgix.net/projects/695922/video-327267-h264_high.mp4,90,1,1,3.795454545,0,2.068181818,0,80.63636364
https://www.kickstarter.com/projects/536178671/dr-tans-supergrams?ref=category_location,1,8000,9640,79,11.00,MA,Technology,28,5,10,62,U,0,11,329,1,https://ksr-video.imgix.net/projects/423411/video-195129-h264_high.mp4,147,1,1,2.409090909,0,1.681818182,0,32.40909091
https://www.kickstarter.com/projects/438065082/project-shotblock?ref=category_location,0,2000,964.1,37,3.00,NY,Hardware,31,5,10,17.5,M,0,0,0,1,https://ksr-video.imgix.net/projects/603117/video-296262-h264_high.mp4,171,1,1,2.105263158,0.118421053,9.631578947,0,44.21052632
https://www.kickstarter.com/projects/brewbit/brewbit-model-t-wireless-temperature-controller?ref=category_location,1,80000,96396,515,79.00,CA,Hardware,33,14,14,167.5,U,0,7,0,1,https://ksr-video.imgix.net/projects/576548/video-264566-h264_high.mp4,91,1,1,10.4047619,2.404761905,2.357142857,0.928571429,29.28571429
https://www.kickstarter.com/projects/gabrielwyner/fluent-forever-foreign-language-pronunciation-trai?ref=category_location,1,10000,96276.8,1858,250.00,CA,Software,30,9,7,90,M,0,16,951,1,https://ksr-video.imgix.net/projects/752694/video-321768-h264_high.mp4,264,1,1,3.186567164,0,2.97761194,0,27.90298507
https://www.kickstarter.com/projects/sarkism/autism-ascending?ref=category_location,0,105000,9627,34,0.00,NY,Software,30,1,1,1,M,0,1,123,1,https://ksr-video.imgix.net/projects/2420676/video-658664-h264_high.mp4,250,1,0,2.397435897,0,0.987179487,0,44.70512821
https://www.kickstarter.com/projects/1803756771/trebuchette-the-snap-together-desktop-trebuchet?ref=category_location,1,48000,96249,1876,133.00,CA,Hardware,30,7,7,60,M,3,4,994,1,https://ksr-video.imgix.net/projects/26767/video-28969-h264_high.mp4,246,1,1,7.25,1.137096774,1.193548387,0.161290323,39.27419355
https://www.kickstarter.com/projects/67935456/arm-based-sound-player-recorder-module-for-microco?ref=category_location,1,700,962,21,11.00,CA,Hardware,20,3,8,24,U,15,5,36,1,https://ksr-video.imgix.net/projects/1926295/video-556202-h264_high.mp4,138,0,1,6.066666667,0,0.216666667,0.766666667,39.21666667
https://www.kickstarter.com/projects/323002773/complete-arduino-iot-wifi-controller-fully-open-so?ref=category_location,1,1,9605,61,10.00,CA,DIYElectronics,10,6,5,199,U,4,3,62,1,https://ksr-video.imgix.net/projects/1817416/video-625210-h264_high.mp4,79,1,1,6.078947368,0.184210526,5.552631579,0,56.39473684
https://www.kickstarter.com/projects/biophobe/weighitz-weigh-smarter?ref=category_location,1,30000,96015.9,1737,341.00,MA,Hardware,30,42,8,47,M,2,4,0,1,https://ksr-video.imgix.net/projects/2471781/video-688614-h264_high.mp4,179,1,1,2.783505155,0.103092784,6.381443299,0,32.21649485
https://www.kickstarter.com/projects/334151103/lovepoppet?ref=category_location,0,17000,960,11,0.00,MA,Gadgets,60,0,7,200,F,0,5,1958,1,https://ksr-video.imgix.net/projects/1787103/video-562320-h264_high.mp4,58,1,0,3.074074074,0,3.481481481,0,63.18518519
https://www.kickstarter.com/projects/1152583084/outfluenza?ref=category_location,0,7000,960,29,1.00,NY,Technology,30,6,5,20,U,0,0,2175,1,https://ksr-video.imgix.net/projects/728521/video-305483-h264_high.mp4,436,1,1,6.553571429,0.013392857,0.767857143,0.254464286,37.64732143
https://www.kickstarter.com/projects/929560754/shoregrip-preventing-slip-and-fall-accidents?ref=category_location,0,7000,96,2,0.00,NY,Technology,15,0,6,18.5,M,0,0,668,1,https://ksr-video.imgix.net/projects/2667189/video-719456-h264_high.mp4,166,1,1,6.984615385,0.507692308,0.553846154,0,53.23076923
https://www.kickstarter.com/projects/1220160037/5th-grade-students-lego-ev3-robotics-engineers-pro?ref=category_location,0,449,96,7,0.00,CA,Robots,30,0,3,50,M,0,0,0,1,https://ksr-video.imgix.net/projects/1880701/video-542694-h264_high.mp4,147,1,0,6.378378378,0.054054054,1.067567568,0,27.93243243
https://www.kickstarter.com/projects/481671730/app-enable-products-without-writing-wireless-or-ap?ref=category_location,1,5000,9584,66,1.00,CA,DIYElectronics,30,9,13,25,M,0,6,496,1,https://ksr-video.imgix.net/projects/2704476/video-727879-h264_high.mp4,106,1,1,3.245283019,0,0.452830189,0,49.01886792
https://www.kickstarter.com/projects/145291317/worlds-first-global-item-tracking-device?ref=category_location,1,75000,95794,290,44.00,CA,Hardware,30,19,9,350,M,0,3,1253,1,https://ksr-video.imgix.net/projects/1972301/video-690042-h264_high.mp4,98,1,1,5.770833333,0,1,0,128.7916667
https://www.kickstarter.com/projects/futuresonus/parva-polyphonic-analog-synthesizer?ref=category_location,1,50000,95783.2,127,214.00,TX,Hardware,30,0,5,499,U,0,2,218,1,https://ksr-video.imgix.net/projects/1672583/video-518834-h264_high.mp4,170,1,1,2.117647059,0,2.364705882,0,33.82352941
https://www.kickstarter.com/projects/theswon/swon-the-smart-device-that-conserves-shower-water?ref=category_location,0,50000,9578,162,15.00,NY,Hardware,45,24,8,62.5,F,0,0,0,1,https://ksr-video.imgix.net/projects/2639299/video-715722-h264_high.mp4,184,1,1,5.034090909,0,3.897727273,0.613636364,43.77272727
https://www.kickstarter.com/projects/21161650/dreamlit-smart-led-lamp?ref=category_location,1,1200,9560,131,86.00,CA,Technology,30,10,5,65,M,2,3,0,1,https://ksr-video.imgix.net/projects/1063593/video-410988-h264_high.mp4,177,0,1,22.5,4.761904762,1.261904762,3.238095238,54.66666667
https://www.kickstarter.com/projects/1836958248/scoliosis-app-for-girl-scouts?ref=category_location,1,850,956,30,1.00,WA,Apps,20,0,1,50,U,0,0,0,0,NA,0,0,0,0,0,0,0,0
https://www.kickstarter.com/projects/926103613/nature-remo-make-any-room-air-conditioner-smart?ref=category_location,1,50000,95557,1086,138.00,MA,Hardware,30,39,8,99,U,0,6,0,1,https://ksr-video.imgix.net/projects/2413644/video-670907-h264_high.mp4,148,1,1,5.028169014,0,2.267605634,0,29.36619718
https://www.kickstarter.com/projects/1020691701/hybrid-waterfall-agile-scrum-planning?ref=category_location,0,13000,955,13,0.00,CA,Web,30,0,1,25,F,0,0,150,1,https://ksr-video.imgix.net/projects/1211173/video-427678-h264_high.mp4,98,1,1,10.75,0.833333333,0,0,29.5625
https://www.kickstarter.com/projects/36471958/wrist-charge-the-band-in-charge-for-iphone-and-and?ref=category_location,0,50000,9530.3,461,46.00,CA,Technology,45,24,24,30,U,0,9,957,1,https://ksr-video.imgix.net/projects/487455/video-258863-h264_high.mp4,206,1,1,3.198019802,0.03960396,3.128712871,0,93.9009901
https://www.kickstarter.com/projects/479303839/xpdnbls-modular-battery-case-and-universal-power-b?ref=category_location,0,50000,9526,107,28.00,CA,Hardware,30,15,11,99,U,0,1,0,1,https://ksr-video.imgix.net/projects/1750591/video-519391-h264_high.mp4,225,1,1,6.95412844,0,0.559633028,0.247706422,42.43119266
https://www.kickstarter.com/projects/rabidprototypes/pixel-the-arduino-compatible-smart-display?ref=category_location,1,5000,9500,110,32.00,MA,DIYElectronics,21,7,8,215,U,9,4,0,1,https://ksr-video.imgix.net/projects/2143151/video-608326-h264_high.mp4,75,0,1,6.702702703,1.243243243,4.378378378,0,71.37837838
https://www.kickstarter.com/projects/1091299372/growashington-coworking-space?ref=category_location,0,7000,950,8,0.00,WA,Makerspaces,15,0,6,350,F,0,0,1567,0,NA,0,0,0,0,0,0,0,0
https://www.kickstarter.com/projects/1514220514/ontime?ref=category_location,0,50000,95,6,0.00,IL,Apps,30,0,2,12.5,M,0,0,1147,0,NA,0,0,0,0,0,0,0,0
https://www.kickstarter.com/projects/1215733258/cookin-today?ref=category_location,0,25000,95,3,0.00,TX,Apps,28,0,3,500,M,0,0,1611,1,https://ksr-video.imgix.net/projects/2096996/video-587711-h264_high.mp4,115,1,1,1,0,15.5625,0,77.15625
https://www.kickstarter.com/projects/623088284/safe-pet-alert-text-message-notification-for-pets?ref=category_location,0,15000,95,3,0.00,CA,Apps,46,7,8,62.5,M,2,0,0,1,https://ksr-video.imgix.net/projects/1960362/video-572735-h264_high.mp4,143,1,1,5.180327869,0,2.360655738,0,28.29508197
https://www.kickstarter.com/projects/1200320041/prototyping-the-future?ref=category_location,0,5000,95,4,0.00,WA,Technology,30,0,7,25,F,0,0,0,1,https://ksr-video.imgix.net/projects/47452/video-52322-h264_high.mp4,78,1,1,4.5,0,1.045454545,0,16.09090909
https://www.kickstarter.com/projects/926658314/raspberry-pi-server-for-my-android-app?ref=category_location,1,85,95,3,2.00,NY,Apps,30,0,2,7.5,M,0,0,0,0,NA,0,0,0,0,0,0,0,0
https://www.kickstarter.com/projects/67854833/jackery-power-pro-solar-ready-mobile-energy-soluti?ref=category_location,1,50000,94825,176,35.00,CA,Gadgets,34,51,4,702.5,U,0,0,0,1,https://ksr-video.imgix.net/projects/2665622/video-715849-h264_high.mp4,130,1,1,6,0,0.492307692,1.507692308,51.8
https://www.kickstarter.com/projects/ridiculous/beard-my-baby?ref=category_location,1,593,945.2,95,12.00,TX,Technology,21,8,6,22.5,U,9,27,0,1,https://ksr-video.imgix.net/projects/310286/video-198182-h264_high.mp4,115,1,1,12.53947368,2.789473684,0,0,22.78947368
https://www.kickstarter.com/projects/2102631547/mindgear-mind-control-for-siri-and-your-iphone?ref=category_location,0,250000,945,13,6.00,CA,Technology,50,7,14,162.5,M,0,4,115,1,https://ksr-video.imgix.net/projects/480114/video-226722-h264_high.mp4,327,1,1,10,0.579710145,0.913043478,0.753623188,23.75362319
https://www.kickstarter.com/projects/organicese/organic-chemistry-easier-organic-esecom?ref=category_location,0,5000,945,14,4.00,NY,Apps,30,9,7,100,U,2,3,0,1,https://ksr-video.imgix.net/projects/1056419/video-404686-h264_high.mp4,113,0,1,2.851851852,0,1.481481481,0,46.40740741
https://www.kickstarter.com/projects/822929798/bravu-helping-the-world-smile-one-shout-out-at-a-t?ref=category_location,0,5500,945,14,0.00,MA,Technology,30,6,4,37.5,M,0,0,0,1,https://ksr-video.imgix.net/projects/2740450/video-731680-h264_high.mp4,51,1,0,1.904761905,0,0.523809524,0,81.42857143
https://www.kickstarter.com/projects/richardhaberkern/open-source-ultra-bright-led-light-pad-with-wifi-a?ref=category_location,1,28000,94482,225,79.00,CA,Hardware,60,17,15,399,M,8,26,175,1,https://ksr-video.imgix.net/projects/390216/video-203787-h264_high.mp4,185,1,1,3.272727273,0,2.522727273,0,87.15909091
https://www.kickstarter.com/projects/mergecon/mergecon-the-dynamic-digital-connection-network?ref=category_location,0,25000,944,8,1.00,IL,Apps,30,4,11,50,U,0,4,453,1,https://ksr-video.imgix.net/projects/1185411/video-529636-h264_high.mp4,189,0,1,4.770114943,0,0.91954023,0.137931034,30.13793103
https://www.kickstarter.com/projects/829507929/swipeshop-buy-and-sell-locally-with-a-swipe?ref=category_location,0,25000,944,11,0.00,CA,Apps,30,8,25,595,U,0,0,0,1,https://ksr-video.imgix.net/projects/1985079/video-573634-h264_high.mp4,102,1,0,5.06,0,1,0,42.12
https://www.kickstarter.com/projects/enerqi/enerqi-clips-needle-less-acupuncture-sustained-acu?ref=category_location,1,8888,9436,75,21.00,CA,Gadgets,60,2,14,50,U,0,0,777,1,https://ksr-video.imgix.net/projects/1025122/video-447448-h264_high.mp4,85,1,1,2.87804878,0,5.243902439,0,38.3902439
https://www.kickstarter.com/projects/logos-electro/arachnio?ref=category_location,0,20000,9431,179,7.00,WA,Hardware,30,10,10,65,U,0,4,574,1,https://ksr-video.imgix.net/projects/1703050/video-517997-h264_high.mp4,170,1,1,10.74358974,2.525641026,0.948717949,0.948717949,22.48717949
https://www.kickstarter.com/projects/zottosleep/zotto-sleep-your-best-sleep-ever-guaranteed?ref=category_location,1,75000,94301,165,31.00,CA,Technology,30,42,12,574,U,0,6,0,1,https://ksr-video.imgix.net/projects/1990644/video-586258-h264_high.mp4,276,1,0,2.905797101,0,3.717391304,0,43.62318841
https://www.kickstarter.com/projects/sunhouse/introducing-sensory-percussion?ref=category_location,1,80000,94245,328,12.00,NY,Sound,28,21,16,927,U,0,0,0,1,https://ksr-video.imgix.net/projects/1950844/video-559429-h264_high.mp4,374,1,1,3.953125,0,2.567708333,0.197916667,31.66145833
https://www.kickstarter.com/projects/956055536/koiaudiophile-quality-integrated-amplifier?ref=category_location,0,25000,942,8,1.00,CA,Technology,30,0,12,220,M,0,0,0,1,https://ksr-video.imgix.net/projects/49450/video-58991-h264_high.mp4,82,0,1,2.068181818,0,2.181818182,0,79.45454545
https://www.kickstarter.com/projects/rollanalyticsapp/social-brazilian-jiu-jitsu-app?ref=category_location,0,26000,9415,43,0.00,CA,Apps,30,12,4,52.5,U,0,0,0,1,https://ksr-video.imgix.net/projects/2701920/video-740496-h264_high.mp4,128,1,1,2.448275862,0,6.517241379,0.172413793,161.2241379
https://www.kickstarter.com/projects/1356277154/bizzydoocom-find-local-things-to-do-with-kids?ref=category_location,0,6000,940,14,0.00,NY,Web,35,15,5,25,F,0,0,0,1,https://ksr-video.imgix.net/projects/1560066/video-482081-h264_high.mp4,270,1,1,10.49295775,0,0.387323944,2.450704225,35.08450704
https://www.kickstarter.com/projects/1349847229/chipsy-tracker?ref=category_location,0,4000,94,2,0.00,CA,Software,34,0,7,64,M,0,8,84,1,https://ksr-video.imgix.net/projects/13719/video-14395-h264_high.mp4,265,0,1,1.136363636,0,3.090909091,0,20.95454545
https://www.kickstarter.com/projects/719213500/musical-ios-app-explore-discover-and-learn-about-m?ref=category_location,0,18000,94,6,0.00,IL,Apps,30,1,6,37.5,M,0,0,633,1,https://ksr-video.imgix.net/projects/2410698/video-656848-h264_high.mp4,68,1,1,2.529411765,0,0.970588235,0,46.70588235
https://www.kickstarter.com/projects/1306051838/nyctonight?ref=category_location,0,30000,94,8,0.00,NY,Web,35,3,2,505,M,0,0,1717,0,NA,0,0,0,0,0,0,0,0
https://www.kickstarter.com/projects/jalousier/flipflic?ref=category_location,1,50000,93471,619,86.00,CA,Gadgets,45,31,16,277.5,F,0,6,400,1,https://ksr-video.imgix.net/projects/2371963/video-644535-h264_high.mp4,94,1,0,1.279069767,0,2.325581395,0,64.13953488
https://www.kickstarter.com/projects/yourbot/yourbot-timeless-memories-across-generations?ref=category_location,0,100000,9344,85,6.00,NY,Gadgets,30,14,11,150,U,0,4,923,1,https://ksr-video.imgix.net/projects/1315215/video-440949-h264_high.mp4,174,1,1,1.574712644,0,1.804597701,0,35.29885057
https://www.kickstarter.com/projects/anycafe/the-anycafe-travel-brewer-the-travel-mug-that-brew?ref=category_location,1,75000,93161,1051,69.00,MA,Gadgets,40,35,15,89,U,0,0,0,1,https://ksr-video.imgix.net/projects/2683867/video-720441-h264_high.mp4,75,1,0,14.2,3.228571429,0,1.371428571,174.6
https://www.kickstarter.com/projects/lauratakataka/vortex-dress?ref=category_location,1,9000,9315,56,10.00,IL,3DPrinting,35,44,13,300,F,0,6,926,1,https://ksr-video.imgix.net/projects/1994040/video-584905-h264_high.mp4,130,1,0,2.098360656,0,9.459016393,0,51.62295082
https://www.kickstarter.com/projects/1648198531/aerial-cinematography-flight-school?ref=category_location,1,5000,9315,123,10.00,CA,CameraEquipment,35,13,7,45,U,0,0,1443,1,https://ksr-video.imgix.net/projects/1070091/video-423048-h264_high.mp4,159,1,1,4.265822785,0,1.53164557,0,45.60759494
https://www.kickstarter.com/projects/1893116150/nope-live-free?ref=category_location,1,500,93034,7857,705.00,IL,Technology,60,24,9,20,M,10,20,622,1,https://ksr-video.imgix.net/projects/1055038/video-445207-h264_high.mp4,68,1,1,8.647058824,0,2.588235294,1.764705882,83.08823529
