user_id,title,rating,original_publication_year,average_rating
12946,Neither Here nor There: Travels in Europe,4,1991,3.88
12946,"Harry Potter Collection (Harry Potter, #1-6)",5,2005,4.73
13274,The Broken Wings,5,1912,3.93
13274,Brokeback Mountain,3,1997,3.93
13274,I am Charlotte Simmons,3,2004,3.4
13274,"Goldfinger (James Bond, #7)",4,1959,3.8
13274,The Design of Everyday Things,4,1988,4.18
13282,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,2003,4.46
13282,The Mother Tongue: English and How It Got That Way,5,1990,3.95
13282,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5,1997,4.44
13282,"Harry Potter Collection (Harry Potter, #1-6)",5,2005,4.73
13282,"Wild Fire (John Corey, #4)",5,2006,3.99
13544,The Broken Wings,5,1912,3.93
13544,Atlas Shrugged,5,1957,3.68
13544,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,5,1998,3.89
13544,The Known World,4,2003,3.82
13544,We the Living,3,1936,3.89
13794,Slouching Towards Bethlehem,3,1968,4.24
13794,The Known World,3,2003,3.82
13794,The Mother Tongue: English and How It Got That Way,3,1990,3.95
13794,What to Expect the First Year (What to Expect),2,1989,3.86
13794,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1,1997,4.44
14372,The Known World,4,2003,3.82
14372,Memories of My Melancholy Whores,4,2004,3.59
14372,What to Expect the First Year (What to Expect),5,1989,3.86
14372,The Grapes of Wrath,4,1939,3.92
14372,The 48 Laws of Power,4,1988,4.18
14546,In a Sunburned Country,5,2000,4.05
14546,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",2,1999,4.53
14546,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",2,2003,4.77
14546,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,2003,4.46
14546,Dune Messiah (Dune Chronicles #2),5,1969,3.86
14603,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4,1999,4.53
14603,"The Lord of the Rings (The Lord of the Rings, #1-3)",4,1955,4.47
14603,The Lord of the Rings: The Art of The Fellowship of the Ring,4,2002,4.59
14603,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",3,2005,3.93
14603,The Known World,4,2003,3.82
15318,The Door Into Summer,4,1957,4
15318,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,2,1973,4.59
15318,A Short History of Nearly Everything,3,2003,4.19
15318,"The Confusion (The Baroque Cycle, #2)",3,2004,4.24
15318,The 48 Laws of Power,4,1988,4.18
15604,The Lord of the Rings: Weapons and Warfare,3,,4.53
15604,Heidi,2,1880,3.97
15604,Getting Things Done: The Art of Stress-Free Productivity,5,2001,3.98
15604,Notes from a Small Island,5,1995,3.91
15604,"Mayflower: A Story of Courage, Community, and War",3,2006,3.86
15645,Moneyball: The Art of Winning an Unfair Game,3,2003,4.24
15645,The New York Trilogy,3,1987,3.92
15645,Vanity Fair,4,1847,3.76
15645,Night (The Night Trilogy #1),5,1958,4.3
15645,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4,2001,4.24
16569,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4,1973,4.59
16569,I am Charlotte Simmons,4,2004,3.4
16569,Corelli's Mandolin,4,1994,3.95
16569,The Lord of the Rings: Weapons and Warfare,3,,4.53
16569,One Hundred Years of Solitude,5,1967,4.04
16913,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,3,1998,3.89
16913,War and Peace,5,1869,4.11
16913,Another Bullshit Night in Suck City,5,2004,3.77
16913,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,4,2003,3.9
16913,A Little Princess,5,1905,4.2
17228,The Lost Continent: Travels in Small Town America,4,1989,3.83
17228,"Harry Potter Collection (Harry Potter, #1-6)",5,2005,4.73
17228,Pride and Prejudice,5,1813,4.24
17228,Of Mice and Men,4,1937,3.84
17228,"The Oresteia  (Â¦Â¯Â¦Ã?Â¦ÃÂ¦ÃÂ¦ÃÂ¦ÃÂ¦Ã, #1-3)",5,-458,3.99
17434,Notes from a Small Island,5,1995,3.91
17434,The Known World,5,2003,3.82
17434,Heidi,5,1880,3.97
17434,A Midsummer Night's Dream,3,1595,3.94
17434,The Ultimate Hitchhiker's Guide to the Galaxy,3,1996,4.37
17566,Year of Wonders,5,2001,4
17566,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4,2003,4.46
17566,The Lost Continent: Travels in Small Town America,5,1989,3.83
17566,Fight Club,4,1996,4.2
17566,Ten Apples Up On Top!,3,1961,4.11
17663,"The High Window (Philip Marlowe, #3)",5,1942,4.08
17663,"Men Are from Mars, Women Are from Venus",4,1998,3.52
17663,Heidi,4,1880,3.97
17663,"Bleach, Volume 15",4,2004,4.41
17663,"Harry Potter Collection (Harry Potter, #1-6)",4,2005,4.73
17984,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,3,1973,4.59
17984,Dune Messiah (Dune Chronicles #2),5,1969,3.86
17984,Black and Blue,3,1998,3.86
17984,The Corrections,5,2001,3.78
17984,"The Lord of the Rings (The Lord of the Rings, #1-3)",4,1955,4.47
18031,The Known World,5,2003,3.82
18031,A Short History of Nearly Everything,5,2003,4.19
18031,The Richest Man in Babylon,5,1926,4.23
18031,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4,1979,4.2
18031,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5,1999,4.53
18313,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",1,2003,4.77
18313,A Short History of Nearly Everything,5,2003,4.19
18313,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5,2005,4.54
18313,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5,1997,4.44
18313,The Odyssey,5,-720,3.73
18361,"The Lord of the Rings (The Lord of the Rings, #1-3)",4,1955,4.47
18361,A Short History of Nearly Everything,4,2003,4.19
18361,Treasure Island,4,1882,3.82
18361,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4,1979,4.2
18361,The Broken Wings,5,1912,3.93
19526,America (The Book): A Citizen's Guide to Democracy Inaction,4,2004,4.02
19526,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",4,2003,3.8
19526,"Quicksilver (The Baroque Cycle, #1)",4,2003,3.92
19526,Blindness,5,1995,4.08
19526,Sir Gawain and the Green Knight ,5,1390,3.68
19724,Digging to America,4,2006,3.53
19724,"The Fellowship of the Ring (The Lord of the Rings, #1)",3,1954,4.34
19724,In a Sunburned Country,5,2000,4.05
19724,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,5,1998,3.89
19724,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5,1999,4.53
19729,Killing Yourself to Live: 85% of a True Story,3,2005,3.85
19729,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4,1999,4.53
19729,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4,1979,4.2
19729,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",3,1988,4.05
19729,Heretics of Dune (Dune Chronicles #5),3,1984,3.83
19942,The Design of Everyday Things,3,1988,4.18
19942,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,2003,4.46
19942,"The Lord of the Rings (The Lord of the Rings, #1-3)",4,1955,4.47
19942,Confessions of an Economic Hit Man,3,2004,3.83
19942,Notes from a Small Island,3,1995,3.91
20467,The Broken Wings,3,1912,3.93
20467,Me Talk Pretty One Day,3,2000,3.97
20467,The Corrections,3,2001,3.78
20467,The Lord of the Rings: The Art of The Fellowship of the Ring,1,2002,4.59
20467,Tropic of Cancer,3,1934,3.71
21217,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4,1999,4.53
21217,"Hatchet (Brian's Saga, #1)",4,1986,3.68
21217,The Mother Tongue: English and How It Got That Way,3,1990,3.95
21217,The Ultimate Hitchhiker's Guide to the Galaxy,4,1996,4.37
21217,The Design of Everyday Things,4,1988,4.18
21228,Neither Here nor There: Travels in Europe,3,1991,3.88
21228,A Short History of Nearly Everything,5,2003,4.19
21228,Heidi,4,1880,3.97
21228,Notes from a Small Island,4,1995,3.91
21228,Leviathan,3,1992,3.95
21487,Gravity's Rainbow,3,1973,4.03
21487,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",3,2003,4.77
21487,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",4,2005,4.54
21487,"Quicksilver (The Baroque Cycle, #1)",3,2003,3.92
21487,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,2003,4.46
21676,The Lord of the Rings: The Art of The Fellowship of the Ring,5,2002,4.59
21676,The Cider House Rules,5,1985,4.1
21676,The Five Love Languages of Children,5,1995,4.21
21676,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4,1999,4.53
21676,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",3,1971,4.13
21713,The Lost Continent: Travels in Small Town America,4,1989,3.83
21713,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5,2005,4.54
21713,Metamorphoses,5,8,4.03
21713,In a Sunburned Country,4,2000,4.05
21713,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,5,1998,3.89
21733,The Mother Tongue: English and How It Got That Way,2,1990,3.95
21733,The Phantom Tollbooth,5,1961,4.22
21733,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,3,1973,4.59
21733,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",2,2003,4.77
21733,Leviathan,3,1992,3.95
22602,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",3,2003,4.77
22602,Slouching Towards Bethlehem,5,1968,4.24
22602,Daniel Deronda,3,1876,3.82
22602,The Mother Tongue: English and How It Got That Way,4,1990,3.95
22602,The Known World,4,2003,3.82
23576,Daniel Deronda,4,1876,3.82
23576,The Lord of the Rings: Weapons and Warfare,5,,4.53
23576,The Lord of the Rings: The Art of The Fellowship of the Ring,3,2002,4.59
23576,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4,1999,4.06
23576,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",2,2005,3.93
23612,In a Sunburned Country,5,2000,4.05
23612,"Men Are from Mars, Women Are from Venus",5,1998,3.52
23612,What to Expect the First Year (What to Expect),4,1989,3.86
23612,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4,1979,4.2
23612,The Phantom Tollbooth,3,1961,4.22
24326,Treasure Island,5,1882,3.82
24326,The Lord of the Rings: The Art of The Fellowship of the Ring,3,2002,4.59
24326,"Harry Potter Collection (Harry Potter, #1-6)",5,2005,4.73
24326,Deception Point,4,2001,3.67
24326,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3,1997,4.44
24499,The Known World,3,2003,3.82
24499,"Hatchet (Brian's Saga, #1)",3,1986,3.68
24499,Neither Here nor There: Travels in Europe,4,1991,3.88
24499,What to Expect the First Year (What to Expect),3,1989,3.86
24499,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",5,1979,4.2
25164,Consider the Lobster and Other Essays,5,2005,4.25
25164,The Lost Continent: Travels in Small Town America,4,1989,3.83
25164,In a Sunburned Country,4,2000,4.05
25164,"The Power of One (The Power of One, #1)",4,1989,4.34
25164,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",4,2005,4.54
25182,Heidi,4,1880,3.97
25182,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",5,2003,4.77
25182,"Harry Potter Collection (Harry Potter, #1-6)",5,2005,4.73
25182,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",1,1988,4.05
25182,Notes from a Small Island,2,1995,3.91
26244,The Heart of the Matter,5,1948,3.98
26244,The Lord of the Rings: The Art of The Fellowship of the Ring,5,2002,4.59
26244,Blink,2,2002,4.17
26244,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,1,1973,4.59
26244,Tropic of Cancer,4,1934,3.71
26579,Oblivion,3,2004,4.07
26579,The Five Love Languages of Children,2,1995,4.21
26579,Tropic of Cancer,4,1934,3.71
26579,"Wild Fire (John Corey, #4)",2,2006,3.99
26579,Getting Things Done: The Art of Stress-Free Productivity,3,2001,3.98
26629,The Lord of the Rings: The Art of The Fellowship of the Ring,4,2002,4.59
26629,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,4,1998,3.89
26629,The Mother Tongue: English and How It Got That Way,4,1990,3.95
26629,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",4,2005,4.54
26629,The Ultimate Hitchhiker's Guide to the Galaxy,5,1996,4.37
26661,The Known World,4,2003,3.82
26661,I am Charlotte Simmons,4,2004,3.4
26661,Liar's Poker,3,1989,4.16
26661,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",4,2005,4.54
26661,"Harry Potter Collection (Harry Potter, #1-6)",4,2005,4.73
28158,Neither Here nor There: Travels in Europe,4,1991,3.88
28158,The Time Machine,3,1895,3.87
28158,Stranger in a Strange Land,4,1961,3.91
28158,Heretics of Dune (Dune Chronicles #5),3,1984,3.83
28158,Treasure Island,5,1882,3.82
28767,"Harry Potter Collection (Harry Potter, #1-6)",5,2005,4.73
28767,The Lord of the Rings: Weapons and Warfare,4,,4.53
28767,"The Lord of the Rings (The Lord of the Rings, #1-3)",3,1955,4.47
28767,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",3,1979,4.2
28767,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",1,1988,4.05
29703,A Short History of Nearly Everything,4,2003,4.19
29703,The Bonfire of the Vanities,4,1987,3.81
29703,One Hundred Years of Solitude,3,1967,4.04
29703,The Portrait of a Lady,4,1881,3.76
29703,"The Lord of the Rings (The Lord of the Rings, #1-3)",5,1955,4.47
30283,"City of Glass (The New York Trilogy, #1)",5,1985,3.81
30283,Neither Here nor There: Travels in Europe,5,1991,3.88
30283,Never Let Me Go,5,2005,3.8
30283,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,5,1998,3.89
30283,In a Sunburned Country,5,2000,4.05
30313,We the Living,4,1936,3.89
30313,Perfume: The Story of a Murderer,4,1985,4
30313,Neither Here nor There: Travels in Europe,4,1991,3.88
30313,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,2003,4.46
30313,Treasure Island,4,1882,3.82
30601,Time Enough for Love,4,1973,3.96
30601,Neither Here nor There: Travels in Europe,4,1991,3.88
30601,"Seven Up (Stephanie Plum, #7)",4,2001,4.15
30601,"Regeneration (Regeneration, #1)",5,1991,4.03
30601,America (The Book): A Citizen's Guide to Democracy Inaction,3,2004,4.02
30944,"Hatchet (Brian's Saga, #1)",4,1986,3.68
30944,"The Power of One (The Power of One, #1)",5,1989,4.34
30944,In a Sunburned Country,3,2000,4.05
30944,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,4,1998,3.89
30944,Veronika Decides to Die,5,1998,3.69
31001,The Odyssey,5,-720,3.73
31001,"From Russia With Love (James Bond, #5)",4,1957,3.88
31001,Neither Here nor There: Travels in Europe,5,1991,3.88
31001,The Lord of the Rings: The Art of The Fellowship of the Ring,5,2002,4.59
31001,In a Sunburned Country,5,2000,4.05
32592,Neither Here nor There: Travels in Europe,4,1991,3.88
32592,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,4,1998,3.89
32592,The Lord of the Rings: The Art of The Fellowship of the Ring,3,2002,4.59
32592,The Lost Continent: Travels in Small Town America,4,1989,3.83
32592,What to Expect the First Year (What to Expect),4,1989,3.86
32635,"Angels & Demons  (Robert Langdon, #1)",5,2000,3.85
32635,The Lost Continent: Travels in Small Town America,3,1989,3.83
32635,Notes from a Small Island,5,1995,3.91
32635,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5,2005,4.54
32635,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4,1997,4.44
32748,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",5,2003,4.77
32748,Atlas Shrugged,5,1957,3.68
32748,The Portrait of a Lady,2,1881,3.76
32748,The Lord of the Rings: The Art of The Fellowship of the Ring,4,2002,4.59
32748,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",5,1992,3.96
32923,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",5,2003,4.77
32923,The Known World,3,2003,3.82
32923,Tropic of Capricorn,4,1938,3.85
32923,The Broken Wings,3,1912,3.93
32923,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,3,1973,4.59
33065,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",3,2003,4.77
33065,What to Expect the First Year (What to Expect),4,1989,3.86
33065,In a Sunburned Country,5,2000,4.05
33065,The Lord of the Rings: The Art of The Fellowship of the Ring,5,2002,4.59
33065,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",4,2005,4.54
33147,Neither Here nor There: Travels in Europe,5,1991,3.88
33147,"Hatchet (Brian's Saga, #1)",4,1986,3.68
33147,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,4,2002,4.07
33147,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,4,1995,4
33147,"The Salmon of Doubt (Dirk Gently, #3)",5,2002,3.92
33697,"Oedipus Rex  (The Theban Plays, #1)",5,-430,3.67
33697,A Short History of Nearly Everything,4,2003,4.19
33697,The Mother Tongue: English and How It Got That Way,5,1990,3.95
33697,"Bleach, Volume 15",5,2004,4.41
33697,The Ultimate Hitchhiker's Guide to the Galaxy,5,1996,4.37
33716,Team of Rivals: The Political Genius of Abraham Lincoln,4,2005,4.3
