user_id,title,rating,original_publication_year,average_rating
5461,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",3,2005,4.54
6042,White Teeth,4,1999,3.75
6042,Libra,4,1988,3.98
6042,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",4,2003,3.75
6042,Job: A Comedy of Justice,4,1984,3.77
6042,Sickened: The Memoir of a Munchausen by Proxy Childhood,4,2003,3.72
6042,Cannery Row,4,1945,4.02
6042,Lysistrata,4,-411,3.84
6042,Dreamland,4,2000,3.91
6042,"City of Glass (The New York Trilogy, #1)",4,1985,3.81
6042,The Histories,1,-440,3.97
6042,Of Mice and Men,4,1937,3.84
6042,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),5,1987,3.97
6042,She's Come Undone,4,1992,3.84
6042,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",3,1997,3.7
6042,The Heart of a Woman,4,1981,4.19
6630,"Harry Potter Collection (Harry Potter, #1-6)",3,2005,4.73
6630,The Lord of the Rings: Weapons and Warfare,4,,4.53
6630,Notes from a Small Island,3,1995,3.91
6630,The 48 Laws of Power,4,1988,4.18
6630,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3,1999,4.53
6630,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",4,2003,4.77
6630,"The Lord of the Rings (The Lord of the Rings, #1-3)",4,1955,4.47
6630,Perfume: The Story of a Murderer,3,1985,4
6630,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,2003,4.46
6630,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4,1979,4.2
6630,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",3,1997,3.7
6630,The Plot Against America,4,2004,3.71
6630,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,3,1973,4.59
6630,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5,1997,4.44
6630,"The Power of One (The Power of One, #1)",3,1989,4.34
6630,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5,2005,4.54
6630,The Known World,5,2003,3.82
7001,Another Bullshit Night in Suck City,3,2004,3.77
7001,"Hatchet (Brian's Saga, #1)",5,1986,3.68
7001,The Lost Continent: Travels in Small Town America,4,1989,3.83
7001,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",5,2003,4.77
7001,The Ultimate Hitchhiker's Guide to the Galaxy,3,1996,4.37
7001,"The Power of One (The Power of One, #1)",3,1989,4.34
7001,The Lord of the Rings: Weapons and Warfare,4,,4.53
7001,Selected Stories,5,1900,4.36
7001,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",5,1979,4.2
7001,"The Egypt Game (Game, #1)",5,1967,3.81
7001,The Mother Tongue: English and How It Got That Way,4,1990,3.95
7001,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",5,1999,4.53
7001,"Harry Potter Collection (Harry Potter, #1-6)",4,2005,4.73
7001,A Short History of Nearly Everything,5,2003,4.19
7001,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",4,1997,4.44
7001,The Lord of the Rings: The Art of The Fellowship of the Ring,5,2002,4.59
7001,Consider the Lobster and Other Essays,3,2005,4.25
7001,Darwin's Dangerous Idea: Evolution and the Meanings of Life,4,1995,4.03
8167,The Mother Tongue: English and How It Got That Way,3,1990,3.95
8167,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,4,1998,3.89
8167,Heidi,3,1880,3.97
8167,The Ultimate Hitchhiker's Guide to the Galaxy,4,1996,4.37
8167,Time Enough for Love,3,1973,3.96
8167,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",4,1999,4.53
8167,"The Lord of the Rings (The Lord of the Rings, #1-3)",3,1955,4.47
8167,"Hatchet (Brian's Saga, #1)",5,1986,3.68
8167,"Harry Potter Collection (Harry Potter, #1-6)",3,2005,4.73
8167,In a Sunburned Country,4,2000,4.05
8167,The Lord of the Rings: Weapons and Warfare,4,,4.53
8167,A Short History of Nearly Everything,4,2003,4.19
8167,Slouching Towards Bethlehem,3,1968,4.24
8167,Neither Here nor There: Travels in Europe,4,1991,3.88
8167,West with the Night,4,1942,4.18
8167,Heretics of Dune (Dune Chronicles #5),4,1984,3.83
9246,Children of Dune (Dune Chronicles #3),2,1976,3.9
9246,I am Charlotte Simmons,3,2004,3.4
9246,"The Power of One (The Power of One, #1)",2,1989,4.34
9246,The Broken Wings,3,1912,3.93
9246,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",3,1988,4.05
9246,The Lord of the Rings: The Art of The Fellowship of the Ring,2,2002,4.59
9246,"Harry Potter Collection (Harry Potter, #1-6)",2,2005,4.73
9246,The Known World,5,2003,3.82
9246,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",5,1979,4.2
9246,"The Salmon of Doubt (Dirk Gently, #3)",5,2002,3.92
9246,The Ultimate Hitchhiker's Guide to the Galaxy,3,1996,4.37
9246,One Hundred Years of Solitude,4,1967,4.04
9246,Memoirs of a Geisha,5,1997,4.08
9246,Zodiac,3,1988,3.7
9246,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3,1999,4.53
9246,The Mother Tongue: English and How It Got That Way,2,1990,3.95
9246,We the Living,3,1936,3.89
9246,Notes from a Small Island,4,1995,3.91
9246,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",1,2005,4.54
9246,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1,1997,4.44
9246,Killing Yourself to Live: 85% of a True Story,3,2005,3.85
9246,Leviathan,2,1992,3.95
9771,Sickened: The Memoir of a Munchausen by Proxy Childhood,5,2003,3.72
9771,Heidi,5,1880,3.97
9771,The Mother Tongue: English and How It Got That Way,5,1990,3.95
9771,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,4,1998,3.89
9771,The Portrait of a Lady,5,1881,3.76
9771,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",5,2003,4.77
9771,A Short History of Nearly Everything,4,2003,4.19
9771,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),5,1987,3.97
9771,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3,1997,4.44
9771,Neither Here nor There: Travels in Europe,4,1991,3.88
9771,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",5,1988,4.05
9771,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,4,2003,3.9
9771,Jewel,5,1991,3.64
9771,The Design of Everyday Things,4,1988,4.18
9771,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",5,1979,4.2
9771,A Midsummer Night's Dream,4,1595,3.94
9771,In a Sunburned Country,4,2000,4.05
10111,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,2003,4.46
10111,The Lost Continent: Travels in Small Town America,2,1989,3.83
10111,The Lord of the Rings: The Art of The Fellowship of the Ring,4,2002,4.59
10111,In a Sunburned Country,4,2000,4.05
10111,Heretics of Dune (Dune Chronicles #5),4,1984,3.83
10111,The Lord of the Rings: The Art of The Fellowship of the Ring,3,2002,4.59
10111,"Harry Potter Collection (Harry Potter, #1-6)",5,2005,4.73
10111,Neither Here nor There: Travels in Europe,4,1991,3.88
10111,What to Expect the First Year (What to Expect),4,1989,3.86
10111,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",5,1979,4.2
10111,The Mother Tongue: English and How It Got That Way,3,1990,3.95
10111,Notes from a Small Island,5,1995,3.91
10111,"The Oresteia  (Â¦Â¯Â¦Ã?Â¦ÃÂ¦ÃÂ¦ÃÂ¦ÃÂ¦Ã, #1-3)",5,-458,3.99
10111,The Plot Against America,4,2004,3.71
10111,"Hatchet (Brian's Saga, #1)",5,1986,3.68
10111,Atlas Shrugged,4,1957,3.68
10111,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",4,1988,4.05
10111,The Phantom Tollbooth,4,1961,4.22
10111,The Known World,4,2003,3.82
10111,Daniel Deronda,3,1876,3.82
10140,"The Lord of the Rings (The Lord of the Rings, #1-3)",3,1955,4.47
10140,In a Sunburned Country,3,2000,4.05
10140,Heretics of Dune (Dune Chronicles #5),3,1984,3.83
10140,Moon Palace,3,1989,3.99
10140,"The Power of One (The Power of One, #1)",2,1989,4.34
10140,Corelli's Mandolin,3,1994,3.95
10140,Code to Zero,3,2000,3.64
10140,The Lost Continent: Travels in Small Town America,2,1989,3.83
10140,The Lord of the Rings: Weapons and Warfare,4,,4.53
10140,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",3,1988,4.05
10140,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4,1979,4.2
10140,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",4,2005,4.54
10140,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",3,2003,4.46
10140,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,3,1998,3.89
10140,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",3,1997,4.44
10140,The Known World,3,2003,3.82
10140,The Lord of the Rings: The Art of The Fellowship of the Ring,3,2002,4.59
10140,Neither Here nor There: Travels in Europe,3,1991,3.88
10140,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",3,2003,4.77
10249,"The Power of One (The Power of One, #1)",3,1989,4.34
10249,The Ultimate Hitchhiker's Guide to the Galaxy,3,1996,4.37
10249,Heretics of Dune (Dune Chronicles #5),5,1984,3.83
10249,Another Bullshit Night in Suck City,4,2004,3.77
10249,Libra,4,1988,3.98
10249,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,5,1998,3.89
10249,A Short History of Nearly Everything,5,2003,4.19
10249,"The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1Â¨C3)",5,-401,3.96
10249,In a Sunburned Country,5,2000,4.05
10249,Heidi,4,1880,3.97
10249,"Bleach, Volume 15",5,2004,4.41
10249,"Farewell, My Lovely (Philip Marlowe, #2)",5,1940,4.17
10249,Timbuktu,5,1999,3.66
10249,"Oedipus Rex  (The Theban Plays, #1)",5,-430,3.67
10249,The Lord of the Rings: Weapons and Warfare,3,,4.53
10288,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4,1973,4.59
10288,In a Sunburned Country,5,2000,4.05
10288,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,5,1998,3.89
10288,Neither Here nor There: Travels in Europe,5,1991,3.88
10288,The Ultimate Hitchhiker's Guide to the Galaxy,3,1996,4.37
10288,Time Enough for Love,5,1973,3.96
10288,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,2003,4.46
10288,Moon Palace,4,1989,3.99
10288,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,5,2003,3.9
10288,The Corrections,5,2001,3.78
10288,"City of Glass (The New York Trilogy, #1)",5,1985,3.81
10288,Play It as It Lays,5,1970,3.86
10288,The Lover,5,1984,3.76
10288,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,5,1995,4
10288,The Richest Man in Babylon,3,1926,4.23
10288,Liar's Poker,3,1989,4.16
10288,"Men Are from Mars, Women Are from Venus",5,1998,3.52
10727,Black and Blue,4,1998,3.86
10727,Slouching Towards Bethlehem,1,1968,4.24
10727,Dune Messiah (Dune Chronicles #2),4,1969,3.86
10727,Mornings on Horseback,4,1981,4.1
10727,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",4,2005,3.93
10727,Children of Dune (Dune Chronicles #3),4,1976,3.9
10727,Zodiac,3,1988,3.7
10727,"The Salmon of Doubt (Dirk Gently, #3)",4,2002,3.92
10727,Tropic of Capricorn,4,1938,3.85
10727,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",5,2000,4.53
10727,"The Power of One (The Power of One, #1)",3,1989,4.34
10727,One Hundred Years of Solitude,5,1967,4.04
10727,Bridge to Terabithia,3,1977,3.98
10727,Tropic of Cancer,1,1934,3.71
10727,The Lord of the Rings: The Art of The Fellowship of the Ring,4,2002,4.59
10727,The Broken Wings,5,1912,3.93
10727,Atlas Shrugged,5,1957,3.68
10944,"Harry Potter Collection (Harry Potter, #1-6)",4,2005,4.73
10944,The Known World,5,2003,3.82
10944,In a Sunburned Country,4,2000,4.05
10944,Memoirs of a Geisha,3,1997,4.08
10944,The Ultimate Hitchhiker's Guide to the Galaxy,4,1996,4.37
10944,How to Win Friends and Influence People,4,1936,4.13
10944,The Broken Wings,4,1912,3.93
10944,The Portrait of a Lady,4,1881,3.76
10944,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",5,2003,4.46
10944,Daniel Deronda,4,1876,3.82
10944,The Lord of the Rings: Weapons and Warfare,2,,4.53
10944,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",1,1997,4.44
10944,I am Charlotte Simmons,5,2004,3.4
10944,Neither Here nor There: Travels in Europe,4,1991,3.88
10944,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4,1979,4.2
10944,Atlas Shrugged,4,1957,3.68
10944,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,4,1998,3.89
10944,What to Expect the First Year (What to Expect),5,1989,3.86
10944,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3,1999,4.53
11285,A Short History of Nearly Everything,4,2003,4.19
11285,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",4,2003,4.46
11285,The Design of Everyday Things,5,1988,4.18
11285,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",2,1997,4.44
11285,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",3,2003,4.77
11285,Daniel Deronda,3,1876,3.82
11285,How We Are Hungry,3,2005,3.75
11285,The Ultimate Hitchhiker's Guide to the Galaxy,3,1996,4.37
11285,Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics,3,1946,4.22
11285,The Broken Wings,4,1912,3.93
11285,Demons,3,1872,4.26
11285,Heidi,5,1880,3.97
11285,In a Sunburned Country,4,2000,4.05
11285,Mother of Pearl,4,1999,3.67
11285,Neither Here nor There: Travels in Europe,4,1991,3.88
11599,A Short History of Nearly Everything,5,2003,4.19
11599,The Phantom Tollbooth,5,1961,4.22
11599,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4,1973,4.59
11599,Brief Interviews with Hideous Men,1,1999,3.88
11599,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",5,1908,4.42
11599,In a Sunburned Country,5,2000,4.05
11599,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",4,2000,4.53
11599,Slouching Towards Bethlehem,4,1968,4.24
11599,"The Deep End of the Ocean (Cappadora Family, #1)",5,1996,3.84
11599,Villa Incognito,5,2003,3.65
11599,Tropic of Cancer,4,1934,3.71
11599,Children of Dune (Dune Chronicles #3),4,1976,3.9
11599,Dune Messiah (Dune Chronicles #2),5,1969,3.86
11599,The Lost Continent: Travels in Small Town America,2,1989,3.83
11599,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",3,1979,4.2
11692,"Hatchet (Brian's Saga, #1)",5,1986,3.68
11692,A Midsummer Night's Dream,3,1595,3.94
11692,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",3,2003,4.46
11692,Tropic of Cancer,4,1934,3.71
11692,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,5,1973,4.59
11692,The Lost Continent: Travels in Small Town America,3,1989,3.83
11692,"The Power of One (The Power of One, #1)",4,1989,4.34
11692,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",4,1979,4.2
11692,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",3,1988,4.05
11692,"Harry Potter Collection (Harry Potter, #1-6)",5,2005,4.73
11692,The Ultimate Hitchhiker's Guide to the Galaxy,5,1996,4.37
11692,The Mother Tongue: English and How It Got That Way,4,1990,3.95
11692,Heidi,4,1880,3.97
11692,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",5,2002,4.49
11692,"The Lord of the Rings (The Lord of the Rings, #1-3)",4,1955,4.47
11692,I am Charlotte Simmons,4,2004,3.4
11868,Killing Yourself to Live: 85% of a True Story,3,2005,3.85
11868,A Short History of Nearly Everything,5,2003,4.19
11868,Notes from a Small Island,3,1995,3.91
11868,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,4,2001,4.4
11868,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",3,1999,4.53
11868,"The Big Sleep (Philip Marlowe, #1)",4,1939,4.04
11868,The Mother Tongue: English and How It Got That Way,5,1990,3.95
11868,America (The Book): A Citizen's Guide to Democracy Inaction,3,2004,4.02
11868,The Lord of the Rings: The Art of The Fellowship of the Ring,3,2002,4.59
