Lat,Lon
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,113.94175
22.2664984,113.941751
22.2665,114.234171
22.2665487,114.1911468
22.266571,114.1861801
22.2666785,114.1869927
22.2667141,114.1672514
22.2667193,114.154039
22.2667262,114.1932716
22.2667325,114.1874198
22.2667656,114.1853415
22.2667757,114.187838
22.2668352,114.1882209
22.2668533,114.1833738
22.2669109,114.1817885
22.2670564,114.1851557
22.2670629,114.1839735
22.2670786,114.1617477
22.2671044,114.1841579
22.267142,114.182982
22.2671626,114.1878029
22.26718,114.25026
22.2671914,114.1828451
22.2672023,114.1827755
22.2673109,114.1849235
22.2673287,114.1876295
22.26735,114.18501
22.2673647,114.1873675
22.2674162,114.1884067
22.2674171,114.1875707
22.2674347,114.1834744
22.2674458,114.1879423
22.267453,114.1871702
22.2674926,114.181417
22.2674929,114.1871934
22.267504,114.1871308
22.2675093,114.1818149
22.2675172,114.1856898
22.267526,114.1841751
22.267539,114.179382
22.2675404,114.1843609
22.267548,114.185854
22.2675482,114.1872921
22.26755,114.18307
22.26756,114.18708
22.2675899,114.1873733
22.2676307,114.1882906
22.2676341,114.1845647
22.2676409,114.1869818
22.2677128,114.1322653
22.2677436,114.185247
22.2677726,114.1880816
22.2677974,114.1816957
22.2678041,114.1839569
22.26782,114.18663
22.2678422,114.1672848
22.2678434,114.1864596
22.2678628,114.1854476
22.2678688,114.1831027
22.2678753,114.1842684
22.2679154,114.1835766
22.2679183,114.1868718
22.2679201,114.1290719
22.26793,114.18014
22.2679334,114.1801398
22.2679431,114.1813241
22.2679463,114.1869242
22.2679466,114.1856185
22.2679692,114.1807436
22.2679806,114.1837159
22.26799,114.162257
22.2679929,114.1893123
22.2680128,114.1840837
22.2680273,114.1857771
22.2680733,114.1860597
22.2680956,114.1534893
22.26812,114.18959
22.2681272,114.1842384
22.2681641,114.1876494
22.2681699,114.1833444
22.2681741,114.1863632
22.2681806,114.1317622
22.2682088,114.1808829
22.2682185,114.1855272
22.2682193,114.1812312
22.2682194,114.1846913
22.2682231,114.1810687
22.2682244,114.1868741
22.2682343,114.1843195
22.2682624,114.1852486
22.2682661,114.1869554
22.2682747,114.185655
22.268301,114.1830657
22.2683163,114.1842836
22.2683289,114.186653
22.268335,114.1853415
22.2683401,114.183373
22.2683417,114.1858523
22.2683426,114.1850164
22.2683862,114.1867464
22.2683882,114.1830657
22.2683996,114.1860381
22.2684351,114.1935618
22.2684369,114.1868393
22.26845,114.13145
22.2684537,114.1815213
22.2684602,114.1846087
22.2684649,114.1861774
22.2684655,114.1856201
22.2684678,114.1833855
22.2684754,114.1830657
22.2684809,114.1812312
22.2684816,114.1841337
22.2685553,114.1831122
22.2685807,114.186549
22.2685898,114.1848333
22.268594,114.1859472
22.2685945,114.1838321
22.2685986,114.1833855
22.268646,114.1866883
22.2686483,114.184459
22.2686897,114.1864097
22.2687057,114.1852021
22.2687425,114.1846913
22.2687432,114.1864503
22.268744,114.1762613
22.2687458,114.1865374
22.2687532,114.1864909
22.2687624,114.1847725
22.2688,114.1838
22.2688005,114.184877
22.2688103,114.186578
22.2688112,114.1865374
22.2688874,114.1851557
22.2688956,114.1842733
22.2689043,114.1897535
22.2689059,114.1854403
22.2689109,114.1852137
22.2689276,114.1948622
22.2689608,114.1844126
22.2689833,114.1837159
22.2689898,114.1845055
22.2689909,114.1833908
22.2690145,114.1951409
22.2690477,114.1864213
22.2690553,114.1843662
22.2690843,114.184459
22.269113,114.1848306
22.2691132,114.1845519
22.2691402,114.1865954
22.2691805,114.1270862
22.2691934,114.1267959
22.2691996,114.1851244
22.2692026,114.186211
22.2692364,114.184877
22.2692446,114.1839946
22.2692639,114.1863632
22.2692651,114.1852486
22.2692663,114.1858639
22.269293,114.1857266
22.26932,114.18822
22.2693293,114.1554774
22.2693298,114.1859452
22.2693605,114.1843662
22.2693717,114.1955038
22.2694169,114.1859452
22.2694257,114.1845055
22.2694556,114.1837624
22.269491,114.1846448
22.2695135,114.1839482
22.2695483,114.1853879
22.2695512,114.1754025
22.2695609,114.125983
22.2695641,114.1841804
22.2695969,114.1858407
22.2696111,114.1830736
22.269612,114.1853299
22.2696221,114.1843662
22.2696415,114.1249147
22.2696504,114.1279019
22.2696635,114.1847261
22.2696695,114.1852359
22.2696913,114.1941656
22.269697,114.12736
22.2697136,114.1258437
22.2697163,114.1845984
22.2697309,114.1845055
22.2697408,114.1854111
22.26975,114.15947
22.2697539,114.1851209
22.2697971,114.193739
22.2698175,114.1850628
22.2698667,114.1849583
22.2699134,114.195315
22.2699168,114.1258932
22.27003,114.185025
22.27006,114.18727
22.2701127,114.126912
22.2701428,114.1862112
22.2701449,114.1282772
22.2701495,114.1937476
22.2701593,114.126064
22.270167,114.168011
22.2701879,114.1950942
22.270192,114.1280732
22.2702327,114.1262779
22.270242,114.1285
22.270329,114.1956517
22.270338,114.192675
22.2703671,114.1276152
22.2705132,114.1851481
22.2705548,114.1852254
22.27058,114.12779
22.2706086,114.1858523
22.2706855,114.126961
22.2707297,114.128259
22.270818,114.1265869
22.2708275,114.1850164
22.270903,114.1857827
22.270918,114.155643
22.270951,114.1850628
22.2710471,114.1566154
22.271121,114.127083
22.2711641,114.1851959
22.2711838,114.1777711
22.2713132,114.1510418
22.2714015,114.1849699
22.2715366,114.1773299
22.2715832,114.1849235
22.2716049,114.1850628
22.271743,114.184874
22.27182,114.18667
22.271903,114.1848306
22.2719032,114.1776318
22.2719753,114.1765508
22.2720091,114.1575675
22.2720852,114.1773067
22.27215,114.18632
22.27218,114.17624
22.272284,114.1853182
22.2723131,114.1729531
22.2723383,114.1767378
22.2723415,114.1769296
22.2723734,114.1742792
22.272473,114.1852254
22.2725535,114.1231728
22.2727616,114.121431
22.27288,114.16477
22.2728905,114.1593093
22.2728961,114.1765397
22.2729045,114.1741151
22.27294,114.12473
22.27298,114.18562
22.2729876,114.1604936
22.2730406,114.1843894
22.2730904,114.1744034
22.27313,114.15292
22.27315,114.1770513
22.2731639,114.1740556
22.27317,114.15548
22.273217,114.120598
22.2732629,114.1767494
22.2732781,114.1742298
22.2732803,114.1738698
22.2733254,114.1929581
22.2733328,114.1740208
22.2733602,114.1739163
22.273383,114.1934225
22.2733899,114.1923602
22.2734153,114.1643138
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734194,114.1944093
22.27342,114.19441
22.2734708,114.1646273
22.2734761,114.1742878
22.2734919,114.1840806
22.27352,114.15738
22.2735352,114.1745585
22.2735416,114.1741485
22.2735556,114.1840225
22.27358,114.12008
22.27364,114.19375
22.273687,114.1740556
22.27369,114.18559
22.2737574,114.183918
22.2737602,114.1735912
22.2737677,114.1732661
22.2738,114.16449
22.27381,114.15278
22.2738108,114.1738234
22.2738392,114.1744736
22.2738417,114.1719656
22.2738628,114.1931439
22.2738776,114.1851338
22.2739007,114.1710367
22.2739139,114.1728984
22.2740035,114.1859632
22.2740097,114.1924606
22.2740262,114.1610974
22.2740512,114.1936083
22.2740605,114.1739461
22.2740735,114.1931903
22.2740832,114.1738931
22.274097,114.1708974
22.2741019,114.1733589
22.2741213,114.1745064
22.2741227,114.1743343
22.2741435,114.1557793
22.2741481,114.1855929
22.274152,114.1741485
22.2741652,114.2317126
22.2741903,114.1927259
22.2742196,114.1531657
22.2742243,114.1714853
22.2742507,114.1938637
22.27425,114.17378
22.2742564,114.1604997
22.2742617,114.1734518
22.2742752,114.1744736
22.27428,114.18421
22.2742922,114.1560812
22.2743145,114.1619212
22.2743246,114.1744274
22.2743259,114.1743552
22.27433,114.1740716
22.2743373,114.1854575
22.27434,114.15744
22.2743592,114.169402
22.2743667,114.1857308
22.2744,114.1861002
22.2744154,114.1740667
22.2744254,114.1685295
22.27443,114.15926
22.2744404,114.1689931
22.2744655,114.1283517
22.2744787,114.1280178
22.27451,114.15266
22.2745316,114.1836162
22.274602,114.1730954
22.2746197,114.1786536
22.27462,114.19511
22.2746216,114.1602862
22.2746373,114.1682965
22.2746464,114.1582642
22.2746915,114.1271907
22.2746916,114.1606097
22.2747019,114.1612368
22.2747065,114.1855803
22.274709,114.161469
22.2747102,114.1600756
22.27473,114.19454
22.2747596,114.1617012
22.2747917,114.1856616
22.2747922,114.1575201
22.2748049,114.1577417
22.27481,114.19598
22.274819,114.1924704
22.2748211,114.1861683
22.2748218,114.1571495
22.2748729,114.1277016
22.2748837,114.173124
22.2748919,114.1600292
22.2749121,114.1618406
22.2749207,114.1604007
22.274953,114.1928652
22.2749633,114.1858017
22.2750122,114.2311785
22.2750539,114.157614
22.2750691,114.1609813
22.27507,114.17371
22.2750744,114.1591467
22.2750754,114.158032
22.2750814,114.1593789
22.2750857,114.158659
22.2750885,114.1596112
22.2751045,114.1922466
22.2751266,114.1714963
22.2751291,114.1589377
22.2751312,114.194255
22.2751319,114.1715003
22.2751524,114.1282823
22.2751627,114.1937476
22.2751986,114.1738698
22.2752027,114.1734286
22.2752066,114.193469
22.27524,114.15604
22.2752484,114.1617239
22.27526,114.16769
22.27527,114.18535
22.2752839,114.1711785
22.2752858,114.1583571
22.2752926,114.1709843
22.2752945,114.1724301
22.2753016,114.1711382
22.2753312,114.160424
22.275345,114.1709322
22.275362,114.295667
22.2753715,114.1727784
22.2753892,114.1925865
22.2754061,114.1716521
22.275472,114.1933064
22.2754759,114.1699964
22.275497,114.1733589
22.275529,114.1731943
22.2755304,114.1568407
22.2755316,114.1696085
22.2755386,114.1855269
22.275539,114.1712922
22.2755508,114.1706084
22.2755571,114.1702911
22.2755583,114.1734165
22.2755599,114.1733393
22.2755622,114.1717682
22.27558,114.15233
22.2755777,114.1725694
22.275594,114.1723395
22.27559,114.15875
22.275595,114.183021
22.2756042,114.1697014
22.275608,114.1931095
22.2756211,114.1728481
22.27563,114.16459
22.2756491,114.169537
22.27565,114.18579
22.275652,114.1709903
22.2756556,114.1593325
22.2756622,114.1796722
22.2756641,114.1734054
22.2756696,114.1936431
22.2756844,114.1674605
22.2756861,114.1704515
22.2757007,114.1731732
22.2757095,114.1689141
22.27573,114.15206
22.2757272,114.1739047
22.2757285,114.1743807
22.2757396,114.1829612
22.2757459,114.1557097
22.2757565,114.1855269
22.2757635,114.1605865
22.2757695,114.1715592
22.2757866,114.1708277
22.2758073,114.1714304
22.2758086,114.182938
22.2758171,114.1701583
22.2758215,114.1929808
22.2758258,114.1920292
22.2758293,114.1729332
22.2758295,114.1598898
22.2758345,114.1711539
22.27584,114.16855
22.2758463,114.1572889
22.2758476,114.1695391
22.275854,114.170291
22.2758545,114.1737886
22.27586,114.24092
22.2758606,114.2409165
22.27586,114.24092
22.2758606,114.2409165
22.27586,114.24092
22.2758606,114.2409165
22.27586,114.24092
22.2758606,114.2409165
22.27586,114.24092
22.2758719,114.1745084
22.2758732,114.1676462
22.27588,114.19385
22.2758865,114.1705132
22.2758881,114.1706518
22.2758947,114.1722909
22.275919,114.1743078
22.2759206,114.1729524
22.2759262,114.1739226
22.2759344,114.1700962
22.2759379,114.1683429
22.2759435,114.1719772
22.27596,114.15687
22.2759711,114.160535
22.2759876,114.1696894
22.2759898,114.1746594
22.276,114.15429
22.2759978,114.156404
22.276,114.1855
22.2760005,114.1693991
22.2760103,114.1577225
22.276022,114.17335
22.2760246,114.1704906
22.27603,114.15669
22.2760333,114.1718919
22.2760418,114.1937012
22.2760488,114.1719307
22.2760504,114.1565457
22.2760537,114.1796521
22.27605,114.17965
22.2760605,114.172964
22.2760632,114.1739163
22.2760661,114.1918896
22.2760824,114.1746942
22.2760861,114.1538229
22.2760915,114.1717461
22.2760922,114.1827987
22.2760996,114.15845
22.2760998,114.1938869
22.2761057,114.1597969
22.2761059,114.1595183
22.2761203,114.1692577
22.2761218,114.1689538
22.276124,114.1920755
22.2761246,114.1713011
22.276132,114.171617
22.2761326,114.171745
22.2761352,114.1593325
22.2761361,114.1737305
22.276138,114.1827547
22.2761649,114.1684939
22.276165,114.1940263
22.2761655,114.1695698
22.2761727,114.1734983
22.2761777,114.1573364
22.276178,114.1727091
22.2761843,114.1705835
22.2761879,114.193051
22.27619,114.16807
22.2761937,114.1722495
22.276208,114.1708249
22.276214,114.1701049
22.2762154,114.1743343
22.276222,114.1731149
22.2762235,114.167983
22.27624,114.17113
22.2762491,114.1696898
22.2762603,114.1801398
22.2762651,114.170073
22.2763327,114.1935154
22.2763479,114.1726623
22.27636,114.15682
22.276356,114.182694
22.2763638,114.1698619
22.2763803,114.1708558
22.2763895,114.1746129
22.2763953,114.1687609
22.27641,114.17681
22.27642,114.1730536
22.2764396,114.1926864
22.2764486,114.1736841
22.27648,114.16735
22.2764792,114.1826168
22.2765069,114.1576155
22.2765079,114.167751
22.2765124,114.1697479
22.2765335,114.1926562
22.2765383,114.170897
22.276541,114.1703978
22.2765493,114.1698347
22.27655,114.15836
22.2765506,114.1544601
22.27657,114.174996
22.2765715,114.1742878
22.2765838,114.1825736
22.2765895,114.1701434
22.27659,114.1955
22.2766038,114.1707576
22.2766091,114.1801398
22.2766093,114.1931786
22.2766109,114.1765984
22.2766143,114.1751238
22.2766333,114.1547807
22.27664,114.17594
22.2766782,114.1763778
22.2766902,114.1938057
22.2766963,114.1801398
22.2767343,114.1713154
22.276739,114.1939798
22.2767605,114.1309531
22.2767646,114.1824109
22.2767696,114.1313169
22.276778,114.1693953
22.2767866,114.1698756
22.2767889,114.1693257
22.276809,114.1686271
22.27682,114.17036
22.276848,114.1739163
22.2768623,114.1741021
22.2768741,114.1685275
22.2768802,114.1777603
22.2769,114.19352
22.2769227,114.1709262
22.2769279,114.1735189
22.2769533,114.2275796
22.2769572,114.177237
22.2769595,114.2295416
22.2769618,114.1816653
22.2769645,114.1699917
22.2769747,114.2285489
22.2769765,114.1761456
22.2769877,114.1777313
22.276998,114.1930278
22.2770224,114.1739163
22.2770225,114.1696201
22.2770234,114.1800005
22.27705,114.17696
22.2770693,114.1766565
22.2770704,114.1694069
22.277071,114.1533859
22.277092,114.1912808
22.2770947,114.1742878
22.2771024,114.1808829
22.2771301,114.1751703
22.2771354,114.1779097
22.2771412,114.1304599
22.277155,114.1805077
22.2771557,114.1714083
22.2771677,114.2274635
22.27718,114.1686333
22.2771818,114.1736181
22.277189,114.1814402
22.2772152,114.1705268
22.2772208,114.1732649
22.2772303,114.2269294
22.2772305,114.1799308
22.2772444,114.2297389
22.2772656,114.2301569
22.2772837,114.1741949
22.2773025,114.169643
22.2773033,114.1832051
22.2773092,114.1765172
22.2773197,114.2278814
22.2773301,114.1714083
22.2773513,114.1923079
22.2773514,114.1730003
22.2773577,114.1809392
22.2773645,114.2270455
22.2773666,114.171176
22.2773726,114.2302382
22.2773733,114.1823459
22.2773783,114.1868225
22.2773859,114.2298086
22.2773941,114.1798611
22.2773949,114.1749095
22.2774006,114.1705486
22.2774116,114.1846288
22.2774334,114.2296461
22.2774384,114.1808945
22.277444,114.1841107
22.2774446,114.1835534
22.277449,114.168226
22.2774551,114.1735215
22.2774598,114.1813282
22.2774657,114.1738698
22.2774794,114.2279743
22.2774818,114.1764591
22.2774837,114.1821044
22.2774892,114.1782199
22.2774947,114.1739627
22.2775086,114.1807286
22.277509,114.1741485
22.2775096,114.177091
22.2775125,114.17661
22.277516,114.1743807
22.27753,114.18745
22.277531,114.131982
22.2775367,114.1869159
22.2775383,114.1774228
22.2775395,114.1797682
22.2775608,114.2277905
22.27757,114.19275
22.2775699,114.1750077
22.2775747,114.2273706
22.2775785,114.1865207
22.2775813,114.1814402
22.2775816,114.1814336
22.2776012,114.2291352
22.2776086,114.1847958
22.2776292,114.1784427
22.2776466,114.2303659
22.2776961,114.2288102
22.2777033,114.1759598
22.2777184,114.1718495
22.2777238,114.2297389
22.2777325,114.1723139
22.2777421,114.1717682
22.2777525,114.1793154
22.27777,114.17944
22.2777694,114.192006
22.2777781,114.1842036
22.2777834,114.1924704
22.2777877,114.1867459
22.2777895,114.1735031
22.27779,114.15476
22.2778191,114.2291352
22.2778243,114.2293094
22.2778319,114.1709903
22.2778365,114.1936547
22.277844,114.1734054
22.2778467,114.1830077
22.277853,114.229392
22.2778538,114.1780498
22.2778546,114.1772138
22.2778547,114.1864278
22.2778589,114.169895
22.2778831,114.2265857
22.2778959,114.228787
22.277897,114.174346
22.2779008,114.1320214
22.2779215,114.172221
22.277928,114.1784794
22.2779326,114.172012
22.2779377,114.1741949
22.2779477,114.1922775
22.2779507,114.228578
22.2779513,114.1714779
22.2779523,114.1741021
22.2779857,114.1933993
22.2779935,114.1710019
22.2780082,114.2270772
22.2780122,114.1800468
22.2780156,114.1750956
22.27803,114.19143
22.2780488,114.1891266
22.278053,114.1758409
22.2780553,114.2265347
22.2780659,114.1868044
22.2780791,114.1780034
22.2780813,114.2298899
22.2780826,114.131975
22.2781,114.22644
22.278107,114.2297273
22.2781087,114.2297854
22.2781177,114.1792806
22.2781189,114.1924751
22.2781262,114.1511115
22.2781265,114.2294313
22.278129,114.1924616
22.2781371,114.1921594
22.2781377,114.1760543
22.2781384,114.229321
22.2781475,114.2258812
22.27816,114.19161
22.2781658,114.2292165
22.2781805,114.2291236
22.2781827,114.1924131
22.2781969,114.229033
22.278202,114.150215
22.2782044,114.2289031
22.2782086,114.1813884
22.2782128,114.2268481
22.278213,114.1766933
22.2782163,114.1918386
22.2782255,114.1929184
22.2782317,114.2301105
22.2782353,114.1863516
22.27824,114.1769816
22.2782429,114.2299015
22.2782514,114.179954
22.2782556,114.1805914
22.2782766,114.1932135
22.2782798,114.2270455
22.2782817,114.2294487
22.2782881,114.1725229
22.2782979,114.1771674
22.2783025,114.1727087
22.2783116,114.2263605
22.2783159,114.1841107
22.278321,114.1759134
22.2783458,114.1729874
22.2783547,114.2304355
22.278355,114.1799192
22.278367,114.176267
22.2783675,114.1765868
22.2783704,114.1921337
22.2783793,114.1792806
22.2783851,114.1910822
22.2783888,114.1735447
22.2784062,114.150856
22.2784078,114.1911515
22.2784083,114.1526442
22.2784105,114.1736841
22.2784189,114.228787
22.2784231,114.1522726
22.2784331,114.1799076
22.2784334,114.1907046
22.2784446,114.1910298
22.2784628,114.1722443
22.27847,114.22667
22.2784721,114.1702471
22.27848,114.19155
22.2784838,114.1925864
22.278488,114.1724997
22.2784909,114.1835534
22.2784923,114.1805694
22.2785089,114.2263069
22.2785103,114.1772719
22.2785132,114.1727552
22.27852,114.15177
22.278525,114.173039
22.2785286,114.1920292
22.2785304,114.191775
22.27853,114.15297
22.2785368,114.1709438
22.2785442,114.1749139
22.2785512,114.1813933
22.278553,114.1917989
22.2785706,114.2268597
22.278577,114.18315
22.2785858,114.1913644
22.2785947,114.1917693
22.2785986,114.1830773
22.2786055,114.2303659
22.2786121,114.1737189
22.2786283,114.1756932
22.2786358,114.1805578
22.278642,114.1785807
22.278648,114.1918725
22.2786569,114.1740556
