user_id,treated,time_in_product,purchases,revenue,CTR,region,gender
105,A,0.095981906,3,11.91065889,No,C,F
106,A,0.140900903,1,-0.016801514,Yes,A,F
107,A,0.083463204,2,5.528727888,No,C,F
108,A,0.533712941,1,8.127178483,Yes,D,M
109,A,0.969660759,4,9.489783981,No,B,F
110,A,0.107881186,1,8.178886316,Yes,B,F
111,A,0.651026128,3,10.32603285,No,C,F
112,A,0.046627913,2,12.22469521,Yes,B,F
113,A,0.468794242,1,7.824143036,No,C,F
114,A,0.045856008,1,11.8867189,No,C,M
115,A,0.018665741,6,7.794356474,No,A,M
116,A,0.664326157,2,15.04431083,No,A,F
117,A,1.251255217,2,-1.362811921,No,C,F
118,A,0.067163674,5,9.257318028,No,A,F
119,A,0.417844519,0,8.834076964,No,A,M
120,A,1.046247556,3,14.94578779,Yes,C,M
121,A,0.029129553,1,16.46186371,No,D,M
122,A,1.341209972,2,12.24073595,Yes,C,M
123,A,0.204213231,1,11.64610881,No,D,F
124,A,0.53469131,1,5.591370702,Yes,D,M
125,A,0.885230054,1,13.90727711,No,C,M
126,A,0.448966245,2,13.78707317,Yes,D,M
127,A,0.579522851,4,12.87765545,No,A,M
128,A,0.934256572,3,13.78537324,Yes,D,F
129,A,0.549391938,3,15.7627272,No,A,M
130,A,0.224160253,1,16.13161276,Yes,A,F
131,A,0.545537034,0,14.69892245,No,B,F
132,A,1.028372737,4,10.57177585,No,D,M
133,A,0.428590222,5,12.11922084,No,C,M
134,A,0.814987505,4,20.08574644,No,D,M
135,A,0.168742881,3,15.45218044,No,C,M
136,A,0.049300833,1,7.65953741,No,D,F
137,A,1.024367148,3,0.579698092,No,D,M
138,A,0.128941584,2,13.34972707,Yes,C,M
139,A,0.538196138,5,3.551634918,No,B,F
140,A,0.4869814,2,2.386215436,Yes,B,M
141,A,0.218984066,5,7.69326387,No,A,M
142,A,0.439126638,0,7.766913861,Yes,B,M
143,A,0.335952521,3,9.803730551,No,B,M
144,A,1.916566715,3,3.771611562,No,A,F
145,A,0.19411729,0,7.770159646,No,B,F
146,A,0.16659489,4,14.33843026,Yes,B,M
147,A,0.624641236,2,7.572230829,No,D,M
148,A,1.655571636,1,18.63242569,Yes,A,F
149,A,1.225935476,1,8.550775631,No,B,F
150,A,1.390552604,1,5.809299412,No,D,M
151,A,1.562210437,1,8.439429516,No,A,M
152,A,0.593645715,2,12.83835092,No,A,F
153,A,0.114809801,2,8.678817423,No,A,M
154,A,0.270474672,5,21.19253365,No,C,M
155,A,0.331481761,0,6.19629615,No,A,M
156,A,0.633774642,2,20.01885724,Yes,A,M
157,A,0.826703949,2,10.90418365,No,D,F
158,A,0.147479537,2,20.13585422,Yes,C,F
159,A,0.649455661,3,14.36406407,No,A,F
160,A,0.668153008,2,5.655238105,Yes,D,M
161,A,1.495709471,1,14.91809239,No,D,F
162,A,0.133135489,3,9.008859059,No,D,F
163,A,1.373495381,1,13.10826068,No,D,M
164,A,1.183647461,2,16.46353528,No,A,M
165,A,0.177893297,3,11.96130367,No,C,M
166,A,0.711767848,2,7.392558018,Yes,A,F
167,A,1.318358054,2,10.29250783,No,C,F
168,A,3.84209012,3,6.781556978,Yes,D,F
169,A,0.093894323,4,12.56564715,No,A,F
170,A,0.04172761,0,10.0526834,Yes,A,M
171,A,0.130848022,1,-0.155015732,No,C,M
172,A,0.235128265,3,16.1282121,No,C,F
173,A,0.020270127,1,5.103585015,No,C,M
174,A,0.755609603,4,5.193257873,Yes,C,M
175,A,0.204313246,0,8.504494832,No,C,F
176,A,0.036216919,0,6.826835378,Yes,C,F
177,A,1.426611315,3,8.274120422,No,A,F
178,A,0.449160995,1,1.412359061,Yes,B,F
179,A,1.930152709,3,11.93190645,No,C,F
180,A,0.266031967,2,15.30855489,Yes,C,M
181,A,0.374911566,1,11.26688937,No,D,F
182,A,0.344115532,2,19.18270992,No,C,M
183,A,0.970648557,1,3.092219971,No,B,F
184,A,1.048420509,2,8.007866587,No,C,M
185,A,0.471468161,3,9.759992501,No,D,M
186,A,0.026025208,2,22.16650237,No,C,F
187,A,0.349684822,2,14.8245625,No,C,M
188,A,0.082377375,2,12.33140877,Yes,D,F
189,A,0.19812923,1,15.4642516,No,C,F
190,A,0.228518595,4,5.419722579,Yes,D,F
191,A,0.085842274,0,4.886288126,No,D,M
192,A,0.95463297,3,4.518689841,No,C,M
193,A,0.740854577,3,0.773861504,No,A,F
194,A,1.161912532,2,9.803571078,No,C,M
195,A,2.971303157,2,11.80550273,No,C,M
196,A,0.426687717,5,8.635940208,No,D,F
197,A,0.929996366,2,13.66156411,No,B,F
198,A,0.059517036,1,6.19146227,No,C,M
199,A,0.032723259,3,11.97403709,No,A,F
200,A,0.279830149,1,3.293884288,Yes,A,M
201,A,0.11283429,0,9.938260752,No,C,F
202,A,0.270063516,6,1.890382341,Yes,B,F
203,A,0.387093268,0,11.54358612,No,B,M
204,A,1.276856687,1,15.15044801,Yes,B,M
205,A,0.22566523,1,-0.382176175,No,B,M
206,A,0.654047402,0,7.749845881,Yes,B,F
207,A,0.063910399,0,2.391935794,No,C,F
208,A,0.106739633,1,11.32113971,Yes,C,M
209,A,0.816616366,3,10.36522527,No,C,F
210,A,0.261205249,1,11.46559895,Yes,D,F
211,A,0.995617247,1,23.63359454,No,D,F
212,A,0.296676589,6,7.487948588,Yes,D,F
213,A,1.474349967,4,4.784550302,No,C,M
214,A,0.472602223,0,12.51195151,No,D,F
215,A,1.334155323,3,11.89434675,No,C,F
216,A,0.274384367,1,7.148941899,Yes,D,M
217,A,0.584338725,0,0.438818434,No,D,F
218,A,1.05383782,3,4.131250261,No,B,M
219,A,0.514393955,1,8.747410863,No,D,M
220,A,1.608057202,3,6.265973273,Yes,A,F
221,A,0.306851107,2,4.458767229,No,B,M
222,A,1.306016209,0,8.454530703,Yes,B,F
223,A,1.190047584,0,10.00572289,No,C,M
224,A,0.485886604,0,5.994236079,Yes,D,M
225,A,0.156701363,4,-2.537133386,No,C,M
226,A,1.357552228,0,8.787075066,No,C,F
227,A,2.958082583,2,9.231473483,No,D,F
228,A,0.701092502,5,13.42062941,Yes,B,F
229,A,0.347973264,5,-0.960281997,No,C,F
230,A,0.452034554,4,8.998171889,Yes,C,F
231,A,0.180210251,3,13.60210379,No,C,M
232,A,0.678433848,3,6.597813834,No,A,M
233,A,0.233834869,0,14.13870062,No,D,F
234,A,0.866139243,0,-2.936147983,No,B,F
235,A,0.220374748,5,14.345792,No,D,M
236,A,0.263520443,0,6.628651095,Yes,B,M
237,A,0.825664059,0,8.138150809,No,B,F
238,A,1.806622628,2,8.538657268,Yes,A,F
239,A,0.605075015,4,12.1765638,No,C,M
240,A,1.055726839,3,16.37908313,No,C,F
241,A,0.246463288,2,13.46224859,No,B,F
242,A,0.704872318,3,12.85084993,Yes,C,F
243,A,0.296495828,1,9.986219205,No,C,F
244,A,0.281566571,1,14.31483217,Yes,D,F
245,A,0.601916116,0,13.33722682,No,C,F
246,A,0.86399857,1,6.483316663,Yes,C,M
247,A,0.372254529,1,9.475471105,No,C,M
248,A,0.619399003,2,9.1970438,No,A,M
249,A,1.180286573,1,4.738499363,No,D,F
250,A,0.294680333,1,10.57864086,No,B,M
251,A,1.107983986,2,8.562322961,No,B,M
252,A,0.649532534,2,9.327760472,No,A,F
253,A,0.741861565,1,9.411544475,No,C,M
254,A,0.200162555,2,15.9051081,No,B,M
255,A,0.113510803,0,4.758833985,No,C,M
256,A,0.585994951,3,9.153269934,Yes,C,F
257,A,0.055026826,3,13.73148291,No,B,M
258,A,0.193322922,1,21.37356183,No,A,M
259,A,0.94735064,2,0.962031058,No,B,M
260,A,0.573628865,2,7.110114557,Yes,A,M
261,A,2.002165039,1,16.95402158,No,C,M
262,A,2.406083677,3,8.673099271,Yes,B,M
263,A,0.266305153,0,4.149888232,No,D,M
264,A,0.132027424,3,3.196801909,Yes,D,M
265,A,2.010028918,1,9.751137087,No,A,F
266,A,0.5798011,3,11.23669387,Yes,B,M
267,A,1.419896299,3,10.88092752,No,B,M
268,A,0.012621041,1,13.13762375,Yes,D,M
269,A,0.110984964,0,8.049817618,No,A,F
270,A,1.373721208,2,2.892408932,No,C,F
271,A,0.649499137,3,9.262177971,No,B,M
272,A,0.760764038,2,14.06780731,No,A,M
273,A,0.572006471,2,9.182865934,No,B,F
274,A,0.39170358,2,11.48964051,Yes,D,M
275,A,0.268477456,4,10.23153499,No,A,F
276,A,0.768610353,1,9.84447741,No,C,M
277,A,0.069905321,1,21.01552414,No,C,F
278,A,1.455419171,1,15.11413173,Yes,B,F
279,A,0.231045962,7,3.602021372,No,C,M
280,A,0.592613972,4,11.95331722,No,C,M
281,A,0.376470364,1,8.452993954,No,A,F
282,A,1.058087708,7,16.39262148,Yes,B,M
283,A,1.159407544,5,10.36205056,No,A,M
284,A,0.641937998,1,-3.544801751,No,B,M
285,A,0.337705677,4,5.561892758,No,C,M
286,A,1.623837291,2,12.21018142,Yes,A,F
287,A,3.919024696,4,10.31799442,No,B,M
288,A,0.130618613,1,1.785493197,No,C,F
289,A,0.918729839,0,2.092000546,No,D,F
290,A,0.287715396,2,3.258185469,No,C,M
291,A,0.107014167,2,8.084133088,No,D,M
292,A,0.49858526,3,17.44047053,Yes,D,F
293,A,0.493945851,1,21.71668236,No,D,F
294,A,0.370673418,5,4.907367958,No,D,M
295,A,0.049180786,0,5.083822485,No,C,F
296,A,0.54666123,4,14.83827343,No,C,F
297,A,0.207229838,1,4.249053192,No,C,F
298,A,0.05786333,0,17.26494374,Yes,D,M
299,A,0.099503166,4,2.439067284,No,C,M
300,A,0.061452903,1,18.37410458,Yes,A,F
301,A,1.041899359,3,21.33246415,No,C,F
302,A,0.28343502,0,11.30960566,No,C,M
303,A,0.48910399,1,17.4042538,No,A,F
304,A,0.055561823,1,11.90807742,Yes,A,F
305,A,2.31986533,3,9.488558689,No,C,F
306,A,0.104761619,3,6.269529613,No,A,F
307,A,0.032628878,3,3.965358268,No,C,F
308,A,0.268856062,4,1.148901715,No,B,M
309,A,0.834124279,1,14.20174297,No,B,F
310,A,0.414409012,1,11.33217504,Yes,D,F
311,A,0.401683428,2,9.561500358,No,C,M
312,A,0.030720228,2,16.75676973,Yes,A,M
313,A,1.77815129,4,6.528916279,No,D,F
314,A,0.723638594,1,18.95556247,Yes,D,M
315,A,0.801710509,2,15.99866127,No,D,F
316,A,0.798512531,1,5.368130944,No,C,M
317,A,0.751060772,3,7.882169882,No,D,M
318,A,0.484389641,3,11.58751188,Yes,A,F
319,A,0.860187235,0,21.42744996,No,A,F
320,A,0.239800954,0,22.80561748,Yes,B,F
321,A,0.391292637,2,10.12507219,No,B,M
322,A,0.307694105,2,6.259867159,No,A,F
323,A,0.632906442,5,12.42467335,No,A,M
324,A,0.362618003,4,7.991618778,Yes,D,F
325,A,0.991253123,5,21.88181964,No,D,F
326,A,0.802896611,1,8.634252684,Yes,C,F
327,A,0.0897533,1,10.02317367,No,A,M
328,A,1.573556467,2,6.975180852,No,B,M
329,A,0.103791644,1,9.801824351,No,A,F
330,A,0.706043119,2,15.51392586,No,B,M
331,A,0.53869312,0,10.97941503,No,B,M
332,A,0.491213818,5,5.033282875,No,B,M
333,A,1.827456555,1,12.94002995,No,A,M
334,A,0.483367752,1,13.1852192,Yes,A,M
335,A,0.153484278,3,5.674287957,No,C,F
336,A,0.220112476,4,10.97548062,No,A,F
337,A,0.126021079,4,9.763560905,No,A,M
338,A,0.71440449,2,9.610539161,Yes,B,F
339,A,0.616013304,3,11.61566903,No,A,F
340,A,0.320855065,1,10.62182886,No,A,F
341,A,2.124703258,4,9.811522184,No,A,F
342,A,0.458022348,0,7.817339259,No,D,M
343,A,0.266375353,2,10.59420028,No,A,M
344,A,0.055810036,3,10.27491716,Yes,B,F
345,A,0.003154626,1,14.15384788,No,D,M
346,A,0.481000619,1,12.49761096,Yes,C,F
347,A,0.555489386,5,4.712080285,No,C,F
348,A,0.565245998,0,15.80272513,No,B,F
349,A,0.767692732,2,12.26781792,No,A,M
350,A,2.044193471,2,5.837598516,Yes,B,F
351,A,0.449326715,2,11.61478385,No,C,M
352,A,0.623317828,1,12.52456749,Yes,C,F
353,A,0.203014408,2,7.11174106,No,C,M
354,A,0.359181186,3,6.826223186,No,A,F
355,A,0.608838952,3,7.523509841,No,B,M
356,A,0.000171958,3,20.03535459,Yes,D,F
357,A,1.092348352,2,6.933752149,No,A,M
358,A,0.380277557,0,13.52009533,Yes,A,M
359,A,0.477649435,1,10.49842943,No,A,M
360,A,0.33995576,1,1.63825906,Yes,B,F
361,A,0.04993673,1,4.870516861,No,A,F
362,A,0.558277711,4,10.10199749,No,C,M
363,A,0.009533823,3,13.38751435,No,B,F
364,A,1.220884516,1,21.43297076,Yes,A,F
365,A,1.911385221,1,6.459446262,No,D,F
366,A,0.190021287,2,8.775189983,No,C,F
367,A,0.677861891,2,13.79653598,No,A,F
368,A,0.204292007,2,15.59546014,Yes,A,F
369,A,0.648021961,5,8.191784362,No,A,M
370,A,0.041648694,3,13.43720925,Yes,D,M
371,A,0.27338574,2,15.99908689,No,A,F
372,A,0.362109136,4,16.08194855,No,B,F
373,A,0.454927782,2,12.56055793,No,C,F
374,A,0.991147221,0,12.04609198,Yes,B,F
375,A,0.558248423,4,2.447159886,No,D,M
376,A,0.507400064,3,19.35813614,No,C,F
377,A,1.24791531,3,3.03912447,No,A,F
378,A,0.326268753,2,7.626826413,Yes,B,M
379,A,0.445181353,3,9.970458412,No,A,F
380,A,0.786335299,0,-3.323465087,No,C,M
381,A,0.870718138,4,12.43632593,No,A,M
382,A,0.426786169,4,3.399859912,Yes,D,F
383,A,0.406873476,2,11.05442487,No,D,M
384,A,0.577423885,2,4.630440418,Yes,B,F
385,A,0.618157212,1,13.14328097,No,C,M
386,A,2.226117675,3,0.903395823,Yes,A,F
387,A,0.027572828,2,15.52265827,No,B,M
388,A,0.850259308,1,6.235413325,Yes,C,F
389,A,0.13742995,1,17.30284109,No,B,M
390,A,1.909867505,1,10.13051101,Yes,B,F
391,A,0.268577909,1,20.59846127,No,D,F
392,A,0.009920425,0,5.769512543,No,D,F
393,A,0.098230781,1,4.715952053,No,B,M
394,A,0.373460576,2,9.978985943,No,D,M
395,A,1.468221318,1,12.60426349,No,D,M
396,A,1.565900401,7,12.44967887,Yes,B,F
397,A,0.68500263,3,2.471125218,No,D,M
398,A,0.682670053,2,13.16258975,No,B,F
399,A,1.465291365,1,7.046625358,No,B,M
400,A,0.065280532,1,5.950530267,Yes,D,F
401,A,0.795033454,4,9.334247409,No,C,F
402,A,0.778848678,3,19.31365564,Yes,A,F
403,A,0.696081619,0,8.465241491,No,D,M
404,A,0.364830988,3,4.574857047,No,A,F
405,A,0.127407074,2,12.4445285,No,B,M
406,A,0.30749524,0,6.524838337,Yes,B,F
407,A,1.38663793,1,13.96588638,No,B,F
408,A,0.019297283,0,11.25575821,Yes,A,M
409,A,0.99884094,1,8.384062444,No,D,F
410,A,0.994798109,3,11.41231756,Yes,B,M
411,A,0.032301589,1,10.07105311,No,B,M
412,A,0.259728047,1,1.782286263,No,D,F
413,A,0.754867443,3,14.48400108,No,A,F
414,A,1.205733959,3,14.02522306,No,B,M
415,A,0.373249217,1,10.34301289,No,D,M
416,A,0.241568916,2,9.982186294,Yes,C,M
417,A,0.56338319,0,5.060924292,No,A,M
418,A,2.258965517,2,8.819304176,No,C,F
419,A,0.315132049,5,8.922808764,No,D,F
420,A,0.995039706,0,3.310581093,Yes,C,M
421,A,0.119289999,1,14.80520052,No,D,M
422,A,1.086728231,1,9.844628509,No,D,M
423,A,0.485882912,0,6.526971836,No,D,F
424,A,0.26429539,0,5.830813688,No,C,M
425,A,0.50316395,3,9.584625624,No,D,M
426,A,0.416431362,4,14.20122238,No,A,M
427,A,0.245073758,0,8.541934104,No,D,F
428,A,1.597359219,2,5.872296497,No,D,F
429,A,1.030096796,3,9.201779023,No,A,M
430,A,0.104757076,2,1.714726098,No,C,F
431,A,0.160416996,2,6.666822052,No,C,F
432,A,0.948430035,6,20.84723499,Yes,D,M
433,A,0.147531487,3,7.495279354,No,D,M
434,A,0.894928987,2,13.26563974,Yes,D,F
435,A,0.139741004,2,16.18812631,No,D,F
436,A,0.478369994,2,8.52937813,No,A,F
437,A,1.121171813,2,9.656333939,No,D,M
438,A,1.817120807,0,8.376659637,No,A,F
439,A,0.46279571,3,2.558819923,No,D,M
440,A,1.399421024,0,14.07756621,Yes,C,F
441,A,1.08623509,2,10.02642466,No,B,M
442,A,0.631756504,2,4.909868189,Yes,B,F
443,A,0.793513233,2,11.52323172,No,A,F
444,A,0.667580581,2,10.49013309,Yes,C,F
445,A,2.421330396,0,11.05783123,No,C,M
446,A,2.457571401,2,13.23487975,No,D,F
447,A,1.864925449,2,12.88881025,No,C,F
448,A,0.646278156,2,13.2158858,No,A,M
449,A,0.226546958,5,12.52017549,No,D,F
450,A,0.408049316,5,11.31693489,No,C,M
451,A,0.075229891,2,6.739652402,No,A,F
452,A,2.48902197,5,4.861443407,No,D,M
453,A,1.349097612,0,2.972198267,No,B,F
454,A,0.039352023,3,-0.448931197,Yes,B,F
455,A,0.322429288,1,6.892543564,No,C,F
456,A,0.016654701,0,17.10381771,Yes,A,F
457,A,0.163547967,5,8.050746859,No,C,M
458,A,0.582366108,0,3.919309968,No,A,M
459,A,0.745846737,2,7.77715157,No,D,M
460,A,0.854950249,3,16.23458839,Yes,C,F
461,A,0.926524292,5,5.508264238,No,D,F
462,A,0.221791238,3,15.54400922,No,C,F
463,A,0.145060279,2,14.00232671,No,A,F
464,A,0.801206133,1,4.735189892,No,C,F
465,A,0.030090912,4,4.465797602,No,C,M
466,A,1.89478898,2,14.91086181,No,C,M
467,A,1.455848996,0,-0.568853035,No,B,F
468,A,1.237076558,3,16.83034569,No,D,F
469,A,2.851527579,2,14.99072883,No,A,F
470,A,1.333654787,0,15.41685816,Yes,D,F
471,A,0.451963043,0,10.6453271,No,C,F
472,A,0.276667584,3,11.60737921,No,C,M
473,A,0.037508983,1,9.629118744,No,D,M
474,A,0.480341258,2,16.96833847,Yes,D,M
475,A,0.676580467,1,12.85655808,No,D,M
476,A,0.601792751,3,8.459400093,No,C,F
477,A,1.219038496,0,11.61597791,No,A,M
478,A,0.959609935,4,3.112716793,Yes,B,F
479,A,1.033331231,3,12.10825297,No,C,M
480,A,1.371191232,3,8.391213054,No,D,F
481,A,0.353745406,3,0.576155259,No,A,F
482,A,1.468251811,0,8.46467509,No,C,M
483,A,0.187548666,1,5.116235432,No,A,F
484,A,0.37574288,0,10.90755364,No,B,F
485,A,0.134813297,5,11.76816494,No,C,F
486,A,0.394217714,0,9.999886187,Yes,A,M
487,A,0.36565515,0,7.184490965,No,B,M
488,A,0.13403486,0,17.6199377,No,B,M
489,A,1.113244367,1,7.243976721,No,B,M
490,A,0.427483177,1,11.74552336,No,D,F
491,A,1.08210079,0,5.654348354,No,C,F
492,A,0.238168489,1,9.954738701,No,A,M
493,A,0.113417798,1,14.02956397,No,B,F
494,A,1.246711487,2,11.37483504,Yes,B,M
495,A,0.81809649,2,22.59497771,No,B,M
496,A,0.015313065,2,11.37606215,Yes,D,M
497,A,0.761881589,3,0.957855578,No,D,M
498,A,0.20494144,3,3.86650846,No,A,M
499,A,0.070917141,3,18.5237077,No,D,F
500,A,0.869868167,2,-1.770915374,Yes,C,M
501,A,0.889471801,3,3.870181626,No,D,F
502,A,0.275369134,3,7.427461069,Yes,C,M
503,A,0.151502547,1,17.1027554,No,B,M
504,A,0.919953682,2,5.178101889,Yes,A,M
505,A,1.662351521,3,12.92162588,No,B,M
506,A,0.964309629,2,13.95951384,Yes,A,M
507,A,0.720224207,3,10.34428911,No,B,M
508,A,0.01939451,3,10.44430593,No,B,M
509,A,0.367872879,5,6.29960511,No,B,F
510,A,2.057872277,0,6.103140547,No,C,M
511,A,0.820442398,1,8.69109674,No,D,M
512,A,0.170347466,2,-0.745349097,Yes,A,F
513,A,0.220872023,4,14.91451125,No,B,M
514,A,2.4580141,3,4.9356534,Yes,B,F
515,A,0.190078219,0,21.27310865,No,C,M
516,A,0.065708306,5,11.75249196,Yes,B,F
517,A,0.06000937,1,15.67114339,No,D,F
518,A,0.712540474,2,9.914433955,Yes,D,F
519,A,0.643173624,3,17.98120202,No,C,M
520,A,0.332507353,0,9.271439511,Yes,A,M
521,A,1.420507188,1,7.202669964,No,D,M
522,A,0.936683342,1,17.1294308,No,B,M
523,A,1.598874739,1,9.208359865,No,A,F
524,A,0.52966583,0,15.27687815,No,A,M
525,A,2.552909487,0,8.705195085,No,A,F
526,A,1.756388494,1,13.14666805,Yes,A,M
527,A,0.257728534,0,13.74578058,No,C,F
528,A,0.243341622,3,8.799942427,Yes,B,M
529,A,0.373059439,4,9.228737046,No,A,F
530,A,0.422213196,2,7.368549416,Yes,A,F
531,A,2.06036275,1,10.41081449,No,C,M
532,A,0.16317354,3,8.194844654,No,B,M
533,A,0.200339032,1,15.09557921,No,C,F
534,A,0.848131545,4,6.519075356,Yes,B,M
535,A,0.408184905,0,0.361622899,No,B,M
536,A,0.382188527,1,8.720794957,Yes,A,F
537,A,0.392242627,4,11.96113047,No,C,M
538,A,0.659140744,0,11.48768869,No,B,F
539,A,0.53862121,3,0.623433072,No,B,F
540,A,0.644158499,1,9.319877671,Yes,C,F
541,A,0.622192813,2,4.871818109,No,C,M
542,A,0.437796604,1,5.522714493,No,A,F
543,A,1.394624525,2,7.531331527,No,B,F
544,A,0.460259637,4,10.92543568,No,D,M
545,A,0.235716141,1,4.578450826,No,D,M
546,A,0.163013566,2,8.616732532,No,A,F
547,A,0.01454554,4,14.95237516,No,A,F
548,A,1.016292851,4,8.186496637,Yes,A,M
549,A,1.263242586,3,2.805659128,No,A,M
550,A,0.534111242,3,8.571641452,Yes,B,M
551,A,0.157780726,2,0.627318723,No,C,M
552,A,0.21652083,3,19.36493276,No,A,M
553,A,0.559019548,0,1.130177382,No,A,F
554,A,1.376186819,0,14.93202756,Yes,D,M
555,A,0.073739811,2,20.83301452,No,C,F
556,A,1.168828892,1,9.915977891,Yes,B,F
557,A,0.060523329,2,13.83388368,No,C,F
558,A,0.506415291,1,11.30260546,Yes,B,M
559,A,0.278210118,2,10.05481768,No,C,F
560,A,2.045302162,1,8.57569848,Yes,A,F
561,A,1.051384579,2,8.76263914,No,B,M
562,A,1.803605818,3,13.28409248,Yes,A,F
563,A,0.136335553,3,2.356555612,No,C,M
564,A,0.471811067,1,10.86161015,No,B,M
565,A,0.055982646,4,6.551076258,No,C,M
566,A,0.817851896,3,10.95741942,No,A,M
567,A,0.130771576,3,24.16433556,No,D,F
